	Gene	Chrom	Start-End	nSNPS	TopSNP P-Value	TopSNP Position	Binarized Heat	Negative Log	Size Adjusted Heat	HumanGene	
15504	Mrvi1	chr1	"175681959-175762294	175681959-175796040	175685041-175778491	175685041-175795665	175685041-175796114	175685041-175804737"	139.0	2.30E-04	175802417.0	0.0	3.6378003611311134	3.479919009274063	MRVI1	
10768	LOC103693274	chr10	11287778-11292138	24.0	2.31E-04	11281321.0	0.0	3.635535309316614	3.5965402216248803		
10130	LOC103691456	chr2	44104303-44167977	222.0	2.35E-04	44095907.0	0.0	3.6287030385246286	3.5301594035453068		
2802	Ctr9	chr1	175839139-175869167	29.0	2.36E-04	175858575.0	0.0	3.6279132039484545	3.56314861644592	CTR9	
23295	Wdr70	chr2	"56944461-57177493	56944461-57196522"	363.0	2.37E-04	57009192.0	0.0	3.6260531808932326	3.3383776010464805	WDR70	
13904	LOC687082	chr1	172860665-172861690	15.0	2.37E-04	172867046.0	0.0	3.6260109583667486	3.5903640583744467	OR5P3	
12981	LOC108352108	chr10	64517581-64527056	2.0	2.37E-04	64520880.0	0.0	3.624634551528876	3.5805042374255693		
9179	LOC102554307	chr2	43620876-43688294	224.0	2.40E-04	43690225.0	0.0	3.619548153424448	3.517245713423635		
20471	Sil1	chr18	"28067475-28288395	28067475-28301962	28067475-28302008	28067482-28301863"	102.0	2.40E-04	28280684.0	0.0	3.619023988020039	3.348945719716208	SIL1	
11069	LOC103694235	chr18	64367923-64384328	64.0	2.40E-04	64369236.0	0.0	3.619011343567894	3.5679236259392315		
8698	LOC102552513	chr20	23930896-23940687	78.0	2.42E-04	23925514.0	0.0	3.6168868921637487	3.5724393284913205		
3697	Eif4g2	chr1	175883361-175895510	19.0	2.45E-04	175891623.0	0.0	3.6099679632001975	3.563153075211349	EIF4G2	
10041	LOC103691206	chr1	175871530-175873510	15.0	2.45E-04	175864702.0	0.0	3.6099679632001975	3.5733622868202017		
15781	Nadk2	chr2	"58462587-58504728	58462980-58504735	58462980-58504735	58463357-58504735"	186.0	2.46E-04	58492444.0	0.0	3.6092644317228895	3.5323319177084764	NADK2	
736	Apom	chr20	5120472-5123073	103.0	2.47E-04	5128430.0	0.0	3.6075246462005492	3.5702955141799695	APOM	
1146	Bag6	chr20	"5124511-5138084	5125348-5138084	5125365-5138084	5125616-5138084	5125616-5138084	5125616-5138084	5125616-5138084	5125616-5138084	5125616-5138084	5125616-5138084	5125616-5138084	5125616-5138084	5125616-5138084	5125678-5138084	5125787-5138084"	141.0	2.47E-04	5128430.0	0.0	3.6075246462005492	3.5592801272419887	BAG6	
9490	LOC102555623	chr2	"243312967-243332027	243312974-243332027	243313663-243332027	243323754-243332027	243323754-243332027	243323754-243332027"	156.0	2.47E-04	243324337.0	0.0	3.6070903472867157	3.553337130904832		
9540	LOC102555814	chr2	"243332704-243353227	243332704-243353227"	179.0	2.47E-04	243324337.0	0.0	3.6070903472867157	3.5518683457161453		
22966	Usp47	chr1	"176854588-176937763	176854652-176937763	176854826-176937763	176854826-176937763"	143.0	2.48E-04	176927278.0	0.0	3.6048938684291087	3.4867721200085215	USP47	
5161	Gsg1l	chr1	197271703-197482776	555.0	2.48E-04	197403499.0	0.0	3.604799456964923	3.3582739573053715	GSG1L	
1341	Brix1	chr2	60450546-60461425	15.0	2.49E-04	60466029.0	0.0	3.6042299270085265	3.558690061022161	BRIX1	
19328	Rad1	chr2	"60461512-60469646	60461512-60469646	60461586-60469626"	28.0	2.49E-04	60466029.0	0.0	3.6042299270085265	3.5614459156653213	RAD1	
8325	LOC102551110	chr5	"47445041-47461384	47448201-47451618	47448201-47458419	47448201-47461968"	30.0	2.51E-04	47457976.0	0.0	3.6005962825096804	3.548984500719367		
16922	Olr276	chr1	172892133-172893078	110.0	2.52E-04	172890808.0	0.0	3.5983479170218287	3.5627813333761393		
1150	Baiap2l1	chr12	"12226966-12321172	12227013-12321172"	93.0	2.53E-04	12258346.0	0.0	3.5977248579381236	3.468528489273928	BAIAP2L1	
1394	Bysl	chr9	15393460-15403212	75.0	2.53E-04	15412619.0	0.0	3.596932696032967	3.552524286579513	BYSL	
11844	LOC108349965	chr2	60476609-60487019	34.0	2.55E-04	60468073.0	0.0	3.592877744271262	3.5478087328669154		
14095	Lamb3	chr13	"112031613-112073187	112031656-112073187	112048162-112073187"	139.0	2.56E-04	112058705.0	0.0	3.592148698535823	3.5157924543083583	LAMB3	
17359	Osbp2	chr14	"83943975-84107031	83943976-84106997"	103.0	2.58E-04	83972966.0	0.0	3.5880925430429236	3.389773918574863	OSBP2	
11714	LOC108349638	chr1	196175659-196276757	131.0	2.58E-04	196260803.0	0.0	3.5877192557797066	3.4516036338547957		
5450	Hmgcll1	chr8	"83069836-83204778	83070493-83204687	83126497-83204778"	69.0	2.59E-04	83070316.0	0.0	3.5872119651504617	3.4171185127908954	HMGCLL1	
2735	Csmd1	chr16	77152822-78850222	4067.0	2.62E-04	77208196.0	0.0	3.5821498134892336	1.8434198824253203	CSMD1	
1361	Btbd10	chr1	"178138561-178196294	178138562-178168725	178138562-178170355	178138562-178173126	178138562-178178467	178138562-178195746	178138562-178195859	178138562-178196551	178138562-178196551	178138562-178196551	178138562-178196551	178138562-178196551"	82.0	2.63E-04	178194264.0	0.0	3.5793001486051135	3.48646299005265	BTBD10	
18621	Pth	chr1	178215828-178218761	20.0	2.63E-04	178207079.0	0.0	3.5793001486051135	3.5417377037460893	PTH	
21896	Tial1	chr1	"199844853-199865548	199845078-199850173	199845078-199863016	199845078-199865328	199845078-199865840	199846483-199865843	199846483-199865843"	25.0	2.65E-04	199863714.0	0.0	3.5759518324981774	3.5202609842542536	TIAL1	
13612	LOC361346	chr18	"68957541-68979887	68957541-68980680	68957541-68983345	68957541-68984087	68959018-68983253	68967740-68983346	68978329-68983348"	39.0	2.66E-04	68974032.0	0.0	3.5757490378789143	3.5144802193627136	C18orf54	
21310	Stard6	chr18	"68983490-69001002	68984045-69004868	68984050-69001002	68984235-69000691"	34.0	2.66E-04	68974032.0	0.0	3.5757490378789143	3.519668655353917	STARD6	
3604	Efcab3	chr10	93304558-93332849	155.0	2.67E-04	93320598.0	0.0	3.5737685990154433	3.5107478801887453	EFCAB3	
14690	Matr3	chr18	"28351690-28390764	28361226-28390764	28361238-28390764	28361282-28390716	28361364-28390764"	84.0	2.69E-04	28355046.0	0.0	3.569589512160659	3.4957431537648533	MATR3	
15010	Mir1949	chr18	28353148-28353245	38.0	2.69E-04	28355046.0	0.0	3.569589512160659	3.534874281789068		
20965	Snhg4	chr18	28355986-28356223	37.0	2.69E-04	28355046.0	0.0	3.569589512160659	3.5347337281824958		
13614	LOC361646	chr1	"197098620-197264737	197098620-197264737	197098857-197264737	197118885-197264737	197128410-197265840	197140776-197264737	197144976-197264737	197146953-197264737	197146954-197264737"	243.0	2.69E-04	197237143.0	0.0	3.5695750041094825	3.367075913800212	KIAA0556	
23779	Zfp949	chr8	"96356087-96380770	96356099-96380653	96356099-96380653	96356099-96380653"	29.0	2.70E-04	96378933.0	0.0	3.568596025250557	3.509197573656108		
10042	LOC103691207	chr1	175935952-175942321	16.0	2.70E-04	175934557.0	0.0	3.568401458592261	3.5273894266462067		
723	Apobr	chr1	"197999208-198003517	197999335-198003839"	73.0	2.71E-04	197989512.0	0.0	3.5676513441291853	3.528384184813299	APOBR	
2356	Cln3	chr1	"197986383-197997664	197986383-197999040	197986383-197999041	197986383-197999207	197986383-197999726"	90.0	2.71E-04	197989512.0	0.0	3.5676513441291853	3.5196377346671373	CLN3	
3675	Eif3c	chr1	"197964405-197982601	197964405-197982917"	59.0	2.71E-04	197989512.0	0.0	3.5676513441291853	3.5144482947216007	EIF3C	
23615	Zfp352	chr5	110325095-110326940	32.0	2.71E-04	110336523.0	0.0	3.567070775040278	3.530600632495192		
13254	LOC108352600	chr13	112139175-112150613	57.0	2.72E-04	112148802.0	0.0	3.5652171947512055	3.5191161182928807		
3362	Dock1	chr1	"206900616-207414852	206900626-207414851"	974.0	2.73E-04	206922750.0	0.0	3.563514536043608	3.012627229030869	DOCK1	
4988	Gpam	chr1	"275843822-275878536	275843822-275899005	275843822-275906880	275847063-275906686"	91.0	2.73E-04	275903590.0	0.0	3.5631681326581934	3.465242933547792	GPAM	
3714	Elk3	chr7	"34086212-34121694	34087236-34149601	34088102-34149601"	94.0	2.74E-04	34119928.0	0.0	3.5624650529191095	3.464207544924597	ELK3	
15955	Nek11	chr8	"113703405-113903444	113703405-113904120	113703405-113936807	113703405-113936814	113703405-113936814	113703405-113936814	113703405-113936814	113704418-113936814	113723991-113936814	113725224-113936814	113725227-113936814	113760642-113936814	113787127-113937097"	989.0	2.74E-04	113736250.0	0.0	3.562333451172252	3.2930995084621904	NEK11	
15792	Naip5	chr2	"30427826-30478893	30427826-30478894"	51.0	2.75E-04	30457619.0	0.0	3.5605520360242657	3.4746642493624966		
1514	Camk1g	chr13	"112075688-112099472	112075697-112099336"	107.0	2.75E-04	112100680.0	0.0	3.5605283541666632	3.502032457517278	CAMK1G	
2454	Cntn4	chr4	"137785165-138787527	137785283-138786944	138207755-138761829	138207756-138787527	138207756-138787527"	1338.0	2.77E-04	138239098.0	0.0	3.5577209621321932	2.5167774425338756	CNTN4	
15092	Mir331	chr7	34881094-34881190	72.0	2.77E-04	34886315.0	0.0	3.5571676078536028	3.5224533814363452	MIR331	
16151	Notch4	chr20	"4329793-4353785	4330531-4351445	4330531-4353128	4330568-4353868"	226.0	2.81E-04	4331361.0	0.0	3.5519959190486077	3.4932078716884174	NOTCH4	
21340	Stk19	chr20	4317439-4517128	493.0	2.81E-04	4331361.0	0.0	3.5519959190486077	3.316899435512094	STK19	
16231	Nrap	chr1	"277104518-277181345	277104518-277181345	277104520-277181397	277104520-277181397"	122.0	2.82E-04	277144316.0	0.0	3.5503580961949415	3.4385572442528014	NRAP	
847	Arl16	chr10	109636769-109639018	72.0	2.82E-04	109633198.0	0.0	3.5502516970108706	3.5133759569153886	ARL16	
1663	Ccdc137	chr10	"109630098-109636480	109630136-109635262"	102.0	2.82E-04	109633198.0	0.0	3.5502516970108706	3.509226613658491	CCDC137	
5382	Hgs	chr10	"109638943-109657459	109638943-109657460	109639137-109657459"	118.0	2.82E-04	109633198.0	0.0	3.5502516970108706	3.497043627831623	HGS	
17413	Oxld1	chr10	109628610-109630005	82.0	2.82E-04	109633198.0	0.0	3.5502516970108706	3.5142333339154828	OXLD1	
17679	Pde6g	chr10	"109620498-109625140	109620498-109625214"	73.0	2.82E-04	109633198.0	0.0	3.5502516970108706	3.5108992015767084	PDE6G	
9718	LOC102556513	chr1	"143846546-143861632	143846546-143861632"	24.0	2.82E-04	143840983.0	0.0	3.549998910755186	3.5002354088913057		
53	Abcc4	chr15	"103695414-103927980	103696525-103927592"	13.0	2.82E-04	103928158.0	0.0	3.5498155786547527	3.2817120885232702	ABCC4	
13453	LOC108352975	chr15	"103928042-103932459	103928042-103932459"	26.0	2.82E-04	103928158.0	0.0	3.5498155786547527	3.510763265566057		
8446	LOC102551579	chr8	113752964-113759317	132.0	2.83E-04	113744331.0	0.0	3.547606283905733	3.5066103152290014		
10485	LOC103692448	chr13	"112178900-112188957	112178900-112197874"	63.0	2.84E-04	112204068.0	0.0	3.5465853306638797	3.492918454354605		
4755	Gdpd3	chr1	"198199031-198209147	198199621-198209178"	32.0	2.85E-04	198203780.0	0.0	3.5456460939622083	3.500841122547352	GDPD3	
14636	Mapk3	chr1	198192772-198198975	29.0	2.85E-04	198203780.0	0.0	3.5456460939622083	3.5048007184353756	MAPK3	
23436	Ypel3	chr1	"198210524-198213816	198210665-198213821	198210756-198211931	198210756-198213821"	18.0	2.85E-04	198203780.0	0.0	3.5456460939622083	3.5077182097260957	YPEL3	
1144	Bag3	chr1	199941257-199965191	74.0	2.85E-04	199931995.0	0.0	3.544482124331995	3.4858356345327106	BAG3	
13064	LOC108352296	chr11	23666700-23817103	100.0	2.86E-04	23693739.0	0.0	3.5441946596468266	3.358579069349954		
1282	Bmp5	chr8	82669465-82950273	110.0	2.87E-04	82863027.0	0.0	3.5415736850127897	3.225037429964967	BMP5	
20096	Scarb2	chr14	17064172-17115620	195.0	2.90E-04	17064670.0	0.0	3.5372442309514143	3.450974941643233	SCARB2	
10144	LOC103691483	chr2	60735520-60743685	56.0	2.93E-04	60729102.0	0.0	3.5328597342400294	3.490044600312512		
132	Ace	chr10	94170765-94213831	181.0	2.93E-04	94181187.0	0.0	3.5325783777349686	3.454724233643171	ACE	
5785	Il27	chr1	198003614-198010112	57.0	2.94E-04	197998663.0	0.0	3.532004383690974	3.490862841636006	IL27	
14832	Metap2	chr7	34762240-34789456	70.0	2.95E-04	34771604.0	0.0	3.5299630982286554	3.46802163030957	METAP2	
13356	LOC108352795	chr14	88371648-88464673	399.0	2.96E-04	88361720.0	0.0	3.52899889394282	3.400988195345499		
5673	Ifna4	chr5	106922562-106923132	20.0	2.97E-04	106914092.0	0.0	3.527926968672694	3.492736867901754	IFNA10	
490	Alg11	chr16	"74854006-74864822	74854006-74866096	74854382-74864845	74857585-74864831"	83.0	2.97E-04	74856849.0	0.0	3.5271134280608285	3.480357773377608	ALG11	
1065	Atp7b	chr16	"74865515-74944935	74886736-74944934"	167.0	2.97E-04	74856849.0	0.0	3.5271134280608285	3.4127615281593915	ATP7B	
22742	U2surp	chr8	"103242094-103278559	103242094-103299028	103242094-103299032	103242094-103299082"	118.0	2.98E-04	103293045.0	0.0	3.5261861547807376	3.4343549584696023	U2SURP	
5814	Immp2l	chr6	"60958350-61859457	60958497-61708489"	2260.0	2.99E-04	61661365.0	0.0	3.524089216943911	2.5848010932994105	IMMP2L	
16241	Nrg1	chr16	"62969572-64055880	62969572-64065063	62969987-64057434	63880427-64037363	63880427-64053686	63880427-64057434	63880427-64057434	63880427-64057434	63880427-64057434	63880427-64057434	63880427-64057434	63880427-64057434	63880427-64057434	63958131-64065063	63958220-64055880	63958221-64065063	63958644-64057434	63958644-64057434	63958644-64057434	64019417-64065063	64019695-64065063"	2359.0	2.99E-04	64037777.0	0.0	3.5239571333500606	2.389516350705148	NRG1	
6087	Kcnh1	chr13	"110920711-111232291	110920711-111232291	110920736-111232269"	813.0	3.00E-04	111157795.0	0.0	3.5222364646176603	3.174806526845124	KCNH1	
4900	Glyr1	chr10	10725829-10759471	48.0	3.02E-04	10727385.0	0.0	3.5201599041874014	3.451767025726622	GLYR1	
22803	Ubn1	chr10	"10690223-10725041	10690223-10725655"	19.0	3.02E-04	10727385.0	0.0	3.5201599041874014	3.449969947471155	UBN1	
18074	Pls1	chr8	"103557360-103609073	103557360-103615010	103557360-103632008	103557360-103659625	103558503-103596278"	220.0	3.03E-04	103587716.0	0.0	3.5192688783125297	3.3819816416814	PLS1	
7535	LOC102548061	chr18	"64314496-64333951	64326861-64333951"	60.0	3.07E-04	64336955.0	0.0	3.512631099394428	3.458481321051142		
11715	LOC108349639	chr1	"197591849-197603969	197591849-197606014	197591849-197606014"	66.0	3.08E-04	197608102.0	0.0	3.5110222492692533	3.462183389345756		
11716	LOC108349640	chr1	197613628-197636074	60.0	3.08E-04	197608102.0	0.0	3.5110222492692533	3.4538696435169713		
3894	Esrp1	chr5	"24576987-24631710	24576987-24631710	24576987-24631710	24576987-24631710	24576987-24631758	24578106-24631698"	175.0	3.09E-04	24570168.0	0.0	3.510208805356492	3.420603375800871	ESRP1	
9792	LOC102557471	chr18	70795541-70800575	20.0	3.09E-04	70809711.0	0.0	3.509968441568505	3.470296688656556		
14341	Lrmp	chr4	179402928-179440792	130.0	3.09E-04	179408896.0	0.0	3.5097605147537125	3.437128941100429	LRMP	
10889	LOC103693619	chr12	12133896-12134963	117.0	3.12E-04	12134189.0	0.0	3.5058718542072524	3.470182788132978		
13891	LOC686084	chr10	93184870-93281660	331.0	3.14E-04	93284710.0	0.0	3.5030523719541873	3.371261785294389		
13408	LOC108352901	chr15	24956440-24961082	56.0	3.15E-04	24951383.0	0.0	3.502204010740512	3.4629258079269665		
17742	Peli2	chr15	"24942217-25084250	24942554-25086350"	751.0	3.15E-04	24951383.0	0.0	3.502204010740512	3.3228832141094378	PELI2	
11249	LOC108348397	chr16	49003990-49022318	61.0	3.18E-04	49028989.0	0.0	3.497814677261916	3.4447963554515413		
12694	LOC108351599	chr7	50387766-50398053	57.0	3.18E-04	50393662.0	0.0	3.497769586208363	3.4528240611869334		
18181	Pomk	chr16	"70854824-70869653	70859279-70869653	70859310-70869653	70863531-70869653"	95.0	3.18E-04	70879327.0	0.0	3.497377627967024	3.4478721423666387	POMK	
4057	Fam160b1	chr1	278198180-278224365	195.0	3.19E-04	278223006.0	0.0	3.4962419923649994	3.4353356013628895	FAM160B1	
414	Aif1	chr20	"5161349-5163249	5161349-5163366	5161349-5166254	5161349-5166443	5161349-5167176"	167.0	3.20E-04	5156299.0	0.0	3.4951296887803283	3.454661800082577	AIF1	
3534	E230034O05Rik	chr20	5155556-5157714	113.0	3.20E-04	5156299.0	0.0	3.4951296887803283	3.4583453085291183		
18485	Prrc2a	chr20	"5139880-5155370	5139880-5155370	5139880-5155371	5139880-5155371	5139880-5155371	5139881-5153399"	158.0	3.20E-04	5156299.0	0.0	3.4951296887803283	3.44495958541172	PRRC2A	
16576	Olr132	chr1	169074474-169075422	5.0	3.21E-04	169070701.0	0.0	3.493768347967897	3.45819875245921	OR51B6	
15022	Mir205	chr13	112233282-112233390	44.0	3.21E-04	112241685.0	0.0	3.493025750178748	3.458299476309498	MIR205	
16292	Ntn4	chr7	34533542-34649330	242.0	3.23E-04	34611432.0	0.0	3.490629439561982	3.3397657284902484	NTN4	
3601	Efcab13	chr10	92816082-93183641	878.0	3.24E-04	92993561.0	0.0	3.488850882951328	3.085220585590636	EFCAB13	
9148	LOC102554184	chr20	4035900-4041409	237.0	3.29E-04	4044902.0	0.0	3.4829995125204842	3.4428508813005196		
19217	RT1-Bb	chr20	4043725-4049367	119.0	3.29E-04	4044902.0	0.0	3.4829995125204842	3.442717355374276	HLA-DQB1	
8601	LOC102552153	chr1	108615058-108666321	1.0	3.32E-04	108667094.0	0.0	3.4791720504751362	3.3930884927184977		
1021	Atp2a1	chr1	197855911-197875038	49.0	3.33E-04	197848695.0	0.0	3.478207044214023	3.4243865628918506	ATP2A1	
19314	Rabep2	chr1	197839582-197855953	46.0	3.33E-04	197848695.0	0.0	3.478207044214023	3.4271534610326704	RABEP2	
5492	Hook3	chr16	70710346-70818789	196.0	3.35E-04	70809728.0	0.0	3.4755272826347574	3.332037616136435	HOOK3	
23190	Vps36	chr16	74719641-74743921	140.0	3.36E-04	74732117.0	0.0	3.474215577891516	3.41522171989313	VPS36	
19228	RT1-Db1	chr20	4087620-4097190	526.0	3.37E-04	4103265.0	0.0	3.4729129842265927	3.4286872944616826	HLA-DRB1	
19229	RT1-Db2	chr20	"4106135-4126103	4106188-4125053"	294.0	3.37E-04	4103265.0	0.0	3.4729129842265927	3.418248177310651		
10040	LOC103691205	chr1	175720691-175725617	26.0	3.39E-04	175730562.0	0.0	3.4700540346270445	3.430490708783023		
14656	March10	chr10	"93591186-93677535	93591186-93679044	93591186-93679974	93591186-93681507	93630533-93679044"	274.0	3.39E-04	93600071.0	0.0	3.4698438615400233	3.3445478554582238	MARCH10	
18955	RGD1560775	chr8	"96408252-96517254	96408252-96517255	96408252-96517255	96455914-96517253"	70.0	3.40E-04	96442203.0	0.0	3.4685236376386817	3.3244717567140674		
12357	LOC108350995	chr5	105959267-105968271	54.0	3.42E-04	105963365.0	0.0	3.4656159390339596	3.421958487421337		
15708	Myo5a	chr8	82038965-82156507	129.0	3.45E-04	82159793.0	0.0	3.46211922690198	3.309494579930754	MYO5A	
5267	Hal	chr7	34326086-34356413	48.0	3.46E-04	34337176.0	0.0	3.4611084528093716	3.3960436829613707	HAL	
2553	Coq2	chr14	"10581101-10601093	10581135-10600567"	17.0	3.50E-04	10592382.0	0.0	3.4553937641020065	3.4007048622820806	COQ2	
3513	Dynap	chr18	68752223-68755426	21.0	3.51E-04	68763215.0	0.0	3.4546842224770256	3.416850709948183	DYNAP	
13758	LOC680077	chr18	"68773132-68797016	68773132-68797155	68773132-68838901	68833769-68838901"	228.0	3.51E-04	68763215.0	0.0	3.4546842224770256	3.3540373031707746		
10050	LOC103691232	chr1	196319658-196351914	37.0	3.52E-04	196321542.0	0.0	3.453507924904937	3.386506527149229		
10030	LOC103691175	chr1	143930927-143936603	52.0	3.54E-04	143926410.0	0.0	3.4503849855728594	3.4100686939793405		
1062	Atp6v1g2	chr20	"4821264-4824829	4821280-4823494"	169.0	3.56E-04	4820183.0	0.0	3.448046463655087	3.4098495196578202	ATP6V1G2	
3073	Ddx39b	chr20	"4806102-4818600	4806107-4818558"	145.0	3.56E-04	4820183.0	0.0	3.448046463655087	3.400881195604139	DDX39B	
16010	Nfkbil1	chr20	"4823589-4839202	4824225-4839202"	261.0	3.56E-04	4820183.0	0.0	3.448046463655087	3.3977538778578937	NFKBIL1	
6091	Kcnh5	chr6	97872830-98157087	567.0	3.58E-04	98057470.0	0.0	3.4464956296614924	3.1264967361203135	KCNH5	
317	Adh1	chr2	243550654-243562243	74.0	3.58E-04	243557202.0	0.0	3.445594436100531	3.3993417625379747		
21584	Tanc2	chr10	"93811349-94127697	93811447-94127697	93811447-94132418	93811447-94132418	93834030-94132418	93921931-94132418"	518.0	3.59E-04	93832665.0	0.0	3.4449188586988155	3.087962398263638	TANC2	
22940	Usp16	chr11	"27101212-27130345	27101213-27130345	27101226-27130345"	68.0	3.59E-04	27118185.0	0.0	3.444415885331372	3.380549836956571	USP16	
3512	Dym	chr18	"70996073-71313033	70996074-71313033	70996074-71313033	70996075-71313033	70996139-71313033	70996381-71313033	71091240-71313033"	578.0	3.61E-04	71235788.0	0.0	3.44229795065776	3.0894667385754957	DYM	
17072	Olr47	chr1	167769250-167770210	19.0	3.63E-04	167775527.0	0.0	3.440027577754171	3.4044459347934923		
8590	LOC102552118	chr7	95673587-95674924	51.0	3.63E-04	95664253.0	0.0	3.4398230719009883	3.4038629381568954		
20986	Sntb1	chr7	"95395416-95670093	95397775-95669775"	576.0	3.63E-04	95664253.0	0.0	3.4398230719009883	3.129442060866724	SNTB1	
7153	LOC102546620	chr8	"78829830-78858444	78853149-78858444"	39.0	3.63E-04	78828684.0	0.0	3.4398051373844045	3.3764601413082564		
18920	RGD1559999	chr14	15706912-15932011	299.0	3.64E-04	15848921.0	0.0	3.439272222533874	3.1786652594043874		
16851	Olr1872	chr1	172971181-172972128	17.0	3.64E-04	172965323.0	0.0	3.4391408866051845	3.4035722950508296		
20406	Sh3gl3	chr1	"144069640-144200030	144070670-144200125	144070882-144200125	144136095-144200125	144161620-144200402	144163961-144200402	144163964-144200402"	271.0	3.65E-04	144138353.0	0.0	3.4376940474138906	3.2717971241648574	SH3GL3	
11453	LOC108348862	chr18	70828058-70832482	15.0	3.67E-04	70820193.0	0.0	3.4354369005955223	3.3963775598264982		
3464	Dtd2	chr6	72781228-72786835	36.0	3.68E-04	72775782.0	0.0	3.4346670309283818	3.394420012183817	DTD2	
22525	Trpc1	chr8	"103503981-103554381	103505158-103540334	103505158-103548695	103505158-103554311	103505158-103554311	103505158-103554311	103505158-103554905"	116.0	3.69E-04	103526587.0	0.0	3.433339819569272	3.3475966023314063	TRPC1	
1975	Cdip1	chr10	"10966818-10989937	10966818-10989937	10967574-10989937	10967574-10989937	10967574-10989937	10967657-10989937	10967760-10989937"	82.0	3.69E-04	10988696.0	0.0	3.4326465649815794	3.374818297963415	CDIP1	
5460	Hmox2	chr10	"10990033-11005952	10990033-11035484	10990594-11035493"	56.0	3.69E-04	10988696.0	0.0	3.4326465649815794	3.3523889542173864	HMOX2	
4464	Fnta	chr16	70834956-70854724	91.0	3.70E-04	70833425.0	0.0	3.431608166991471	3.377144150942062	FNTA	
1951	Cdh10	chr2	"69415173-69636847	69415393-69636849	69415538-69636847"	566.0	3.71E-04	69532298.0	0.0	3.431159042570093	3.1739886151213126	CDH10	
7209	LOC102546845	chr2	62729866-62786578	231.0	3.72E-04	62728399.0	0.0	3.4291501270756304	3.3375960221603096		
318	Adh4	chr2	243702034-243720063	114.0	3.74E-04	243717171.0	0.0	3.427179494273713	3.3744613548088047	ADH4	
9667	LOC102556299	chr2	"243709677-243719971	243714839-243719971"	76.0	3.74E-04	243717171.0	0.0	3.427179494273713	3.382226941571955		
2957	Cyyr1	chr11	24967935-25078740	123.0	3.77E-04	25088627.0	0.0	3.424164661382185	3.278303654750112	CYYR1	
19805	Rp1	chr5	"15005027-15060508	15005027-15060508	15043954-15060508"	98.0	3.77E-04	15016082.0	0.0	3.423772710271526	3.3334544731397147	RP1	
7677	LOC102548546	chr2	87085460-87092882	123.0	3.77E-04	87085471.0	0.0	3.4231129567378367	3.3810437608794874		
2266	Ckap2	chr16	74752654-74779184	127.0	3.78E-04	74743537.0	0.0	3.422239434378616	3.360986679131738	CKAP2	
22475	Trim43a	chr8	"96389302-96401465	96395316-96401465"	34.0	3.79E-04	96406343.0	0.0	3.4214031902436615	3.3745742468941557	TRIM43	
2197	Chmp6	chr10	109073677-109079348	21.0	3.81E-04	109068230.0	0.0	3.418727499845206	3.37841622802335	CHMP6	
13060	LOC108352229	chr10	109063330-109065101	16.0	3.81E-04	109068230.0	0.0	3.418727499845206	3.3823316499207374		
7721	LOC102548734	chr1	197589890-197595225	41.0	3.82E-04	197604268.0	0.0	3.4179696083397686	3.377995665173688		
15958	Nek3	chr16	"74781370-74806567	74781370-74806567	74781370-74806567	74781370-74806567	74781370-74806567	74787309-74806567"	66.0	3.84E-04	74788827.0	0.0	3.415319444823788	3.3554049607023497	NEK3	
2389	Cmc1	chr8	"126437344-126495340	126437344-126495347	126443936-126495347"	177.0	3.85E-04	126487844.0	0.0	3.41447723285381	3.3216270228950213	CMC1	
12356	LOC108350994	chr5	105926937-105944001	35.0	3.86E-04	105933566.0	0.0	3.4137424792729605	3.3619931557390723		
14486	Ly6g6f	chr20	"5071040-5076627	5071703-5076572"	182.0	3.86E-04	5083564.0	0.0	3.4135938766694327	3.3733669370115207	LY6G6F	
7402	LOC102547595	chr7	"50222138-50250070	50242601-50250070"	38.0	3.89E-04	50213564.0	0.0	3.410483792893935	3.3478234936726627		
15212	Mir6330	chr8	113718115-113718254	65.0	3.89E-04	113721938.0	0.0	3.410003510798682	3.37524611434512		
11788	LOC108349796	chr1	278116998-278140064	48.0	3.90E-04	278116688.0	0.0	3.4088763774769224	3.3511013200383895		
3242	Dlg2	chr1	"154916273-157274077	154943290-157274077	155147653-157274077	155147803-157269747	155301720-157274077	155596608-157274077	156528218-157274077	156528948-157274077	157030643-157274077	157073309-157274077"	2580.0	3.91E-04	157254290.0	0.0	3.4081488077817683	1.0064034196097178	DLG2	
23352	Wnt3	chr10	"91830708-91874836	91867178-91874907"	153.0	3.91E-04	91839639.0	0.0	3.4074002614461425	3.3284086370954373	WNT3	
8913	LOC102553329	chr1	"131459442-131625450	131459443-131611080	131459452-131563530	131459452-131621284	131459455-131504279"	177.0	3.92E-04	131550887.0	0.0	3.407168407267958	3.2058861096098754		
23632	Zfp385d	chr15	"6200824-6587367	6200854-6587025	6200854-6587025	6200854-7249168	6200854-7249168	6200854-7249168"	2510.0	3.93E-04	7073475.0	0.0	3.4055091090828418	2.318401761360003	ZNF385D	
8500	LOC102551806	chr1	"198167632-198169592	198167632-198169882	198167632-198175433	198167632-198175433	198167632-198182533"	31.0	3.94E-04	198159022.0	0.0	3.4041082433234755	3.3545304730111383		
1200	Bcl2a1	chr8	96551423-96559527	4.0	3.95E-04	96555336.0	0.0	3.403206142086538	3.3604522493733127	BCL2A1	
