ID	Pop.total	Pop.term	Study.total	Study.term	marg	name
MP:0000150	18820	265	9	1	0.0	"abnormal rib morphology"
MP:0000157	18820	231	9	1	0.0	"abnormal sternum morphology"
MP:0000160	18820	230	9	1	0.0	"kyphosis"
MP:0000163	18820	348	9	1	0.0	"abnormal cartilage morphology"
MP:0004262	18820	784	9	3	0.0	"abnormal physical strength"
MP:0005288	18820	176	9	1	0.0	"abnormal oxygen consumption"
MP:0005291	18820	645	9	1	0.0	"abnormal glucose tolerance"
MP:0005292	18820	271	9	1	0.0	"improved glucose tolerance"
MP:0005293	18820	392	9	1	0.0	"impaired glucose tolerance"
MP:0005294	18820	712	9	5	0.0	"abnormal heart ventricle morphology"
MP:0000187	18820	528	9	1	0.0	"abnormal triglyceride level"
MP:0006335	18820	467	9	1	0.0	"abnormal hearing electrophysiology"
MP:0000192	18820	724	9	1	0.0	"abnormal mineral level"
MP:0005317	18820	309	9	1	0.0	"increased triglyceride level"
MP:0005319	18820	999	9	2	0.0	"abnormal enzyme/coenzyme level"
MP:0000202	18820	439	9	1	0.0	"abnormal circulating alkaline phosphatase level"
MP:0000203	18820	265	9	1	0.0	"abnormal circulating aspartate transaminase level"
MP:0005329	18820	422	9	5	0.0	"abnormal myocardium layer morphology"
MP:0005331	18820	168	9	1	0.0	"insulin resistance"
MP:0005333	18820	221	9	2	0.0	"decreased heart rate"
MP:0005334	18820	294	9	1	0.0	"abnormal fat pad morphology"
MP:0000217	18820	1827	9	1	0.0	"abnormal leukocyte cell number"
MP:0000221	18820	1184	9	1	0.0	"decreased leukocyte cell number"
MP:0005343	18820	225	9	1	0.0	"increased circulating aspartate transaminase level"
MP:0002272	18820	331	9	1	0.0	"abnormal nervous system electrophysiology"
MP:0000226	18820	310	9	1	0.0	"abnormal mean corpuscular volume"
MP:0001256	18820	539	9	1	0.0	"abnormal body length"
MP:0001258	18820	487	9	1	0.0	"decreased body length"
MP:0001259	18820	2183	9	4	0.0	"abnormal body weight"
MP:0001260	18820	330	9	1	0.0	"increased body weight"
MP:0001262	18820	1818	9	4	0.0	"decreased body weight"
MP:0001264	18820	365	9	1	0.0	"increased body size"
MP:0003312	18820	690	9	3	0.0	"abnormal locomotor coordination"
MP:0001265	18820	2448	9	4	0.0	"decreased body size"
MP:0003313	18820	1756	9	1	0.0	"abnormal locomotor activation"
MP:0006387	18820	780	9	1	0.0	"abnormal T cell number"
MP:0013560	18820	989	9	1	0.0	"abnormal endocrine gland morphology"
MP:0005369	18820	1468	9	8	0.0	"muscle phenotype"
MP:0005371	18820	1091	9	1	0.0	"limbs/digits/tail phenotype"
MP:0005375	18820	1145	9	2	0.0	"adipose tissue phenotype"
MP:0005376	18820	5406	9	6	0.0	"homeostasis/metabolism phenotype"
MP:0005377	18820	792	9	1	0.0	"hearing/vestibular/ear phenotype"
MP:0005378	18820	5264	9	6	0.0	"growth/size/body region phenotype"
MP:0005379	18820	2470	9	1	0.0	"endocrine/exocrine gland phenotype"
MP:0005380	18820	1950	9	1	0.0	"embryo phenotype"
MP:0005381	18820	1385	9	1	0.0	"digestive/alimentary phenotype"
MP:0005382	18820	1227	9	1	0.0	"craniofacial phenotype"
MP:0001286	18820	376	9	1	0.0	"abnormal eye development"
MP:0005384	18820	4147	9	3	0.0	"cellular phenotype"
MP:0005385	18820	3084	9	5	0.0	"cardiovascular system phenotype"
MP:0000266	18820	1823	9	5	0.0	"abnormal heart morphology"
MP:0005386	18820	4314	9	4	0.0	"behavior/neurological phenotype"
MP:0005387	18820	3810	9	2	0.0	"immune system phenotype"
MP:0010508	18820	263	9	1	0.0	"abnormal heart electrocardiography waveform feature"
MP:0005388	18820	1375	9	2	0.0	"respiratory system phenotype"
MP:0012556	18820	915	9	1	0.0	"increased cell death"
MP:0005389	18820	2393	9	1	0.0	"reproductive system phenotype"
MP:0005390	18820	2399	9	2	0.0	"skeleton phenotype"
MP:0005391	18820	2258	9	2	0.0	"vision/eye phenotype"
MP:0000274	18820	874	9	4	0.0	"enlarged heart"
MP:0008469	18820	1612	9	2	0.0	"abnormal protein level"
MP:0005397	18820	3866	9	1	0.0	"hematopoietic system phenotype"
MP:0001303	18820	547	9	1	0.0	"abnormal lens morphology"
MP:0002327	18820	396	9	1	0.0	"abnormal respiratory function"
MP:0001304	18820	352	9	1	0.0	"cataract"
MP:0000281	18820	329	9	2	0.0	"abnormal interventricular septum morphology"
MP:0005406	18820	1102	9	5	0.0	"abnormal heart size"
MP:0005416	18820	1470	9	2	0.0	"abnormal circulating protein level"
MP:0008489	18820	205	9	1	0.0	"slow postnatal weight gain"
MP:0005418	18820	869	9	1	0.0	"abnormal circulating hormone level"
MP:0001325	18820	900	9	1	0.0	"abnormal retina morphology"
MP:0010545	18820	431	9	5	0.0	"abnormal heart layer morphology"
MP:0008503	18820	200	9	1	0.0	"abnormal spinal cord grey matter morphology"
MP:0000313	18820	1595	9	3	0.0	"abnormal cell death"
MP:0000316	18820	234	9	2	0.0	"cellular necrosis"
MP:0009538	18820	224	9	1	0.0	"abnormal synapse morphology"
MP:0005451	18820	2380	9	4	0.0	"abnormal body composition"
MP:0005452	18820	862	9	2	0.0	"abnormal adipose tissue amount"
MP:0013656	18820	2945	9	1	0.0	"abnormal hematopoietic cell morphology"
MP:0013657	18820	2208	9	1	0.0	"abnormal blood cell morphology"
MP:0013658	18820	2143	9	1	0.0	"abnormal myeloid cell morphology"
MP:0013659	18820	1168	9	1	0.0	"abnormal erythroid lineage cell morphology"
MP:0002396	18820	3508	9	1	0.0	"abnormal hematopoietic system morphology/development"
MP:0013661	18820	646	9	1	0.0	"abnormal myeloid cell number"
MP:0000350	18820	1241	9	2	0.0	"abnormal cell proliferation"
MP:0013663	18820	282	9	1	0.0	"increased myeloid cell number"
MP:0000358	18820	1347	9	2	0.0	"abnormal cell morphology"
MP:0002409	18820	191	9	1	0.0	"decreased susceptibility to infection"
MP:0008555	18820	306	9	1	0.0	"abnormal interferon secretion"
MP:0008556	18820	222	9	1	0.0	"abnormal tumor necrosis factor secretion"
MP:0020846	18820	744	9	1	0.0	"abnormal cell motility"
MP:0008559	18820	248	9	1	0.0	"abnormal interferon-gamma secretion"
MP:0008560	18820	116	9	1	0.0	"increased tumor necrosis factor secretion"
MP:0001392	18820	2158	9	3	0.0	"abnormal locomotor behavior"
MP:0001393	18820	291	9	1	0.0	"ataxia"
MP:0031094	18820	1742	9	4	0.0	"organomegaly"
MP:0008568	18820	462	9	1	0.0	"abnormal interleukin secretion"
MP:0001402	18820	668	9	1	0.0	"hypoactivity"
MP:0001405	18820	453	9	1	0.0	"impaired coordination"
MP:0001406	18820	470	9	3	0.0	"abnormal gait"
MP:0002432	18820	439	9	1	0.0	"abnormal CD4-positive, alpha beta T cell morphology"
MP:0002435	18820	601	9	1	0.0	"abnormal effector T cell morphology"
MP:0005508	18820	2297	9	2	0.0	"abnormal skeleton morphology"
MP:0010630	18820	488	9	5	0.0	"abnormal cardiac muscle tissue morphology"
MP:0020879	18820	211	9	1	0.0	"abnormal calcium level"
MP:0002447	18820	1109	9	1	0.0	"abnormal erythrocyte morphology"
MP:0002458	18820	526	9	1	0.0	"abnormal B cell number"
MP:0004508	18820	278	9	1	0.0	"abnormal pectoral girdle bone morphology"
MP:0003491	18820	2257	9	3	0.0	"abnormal voluntary movement"
MP:0003492	18820	1225	9	1	0.0	"abnormal involuntary movement"
MP:0009642	18820	3663	9	2	0.0	"abnormal blood homeostasis"
MP:0000428	18820	1227	9	1	0.0	"abnormal craniofacial morphology"
MP:0005551	18820	207	9	1	0.0	"abnormal eye electrophysiology"
MP:0020912	18820	139	9	1	0.0	"abnormal susceptibility to Riboviria infection"
MP:0000459	18820	215	9	1	0.0	"abnormal presacral vertebrae morphology"
MP:0000462	18820	1099	9	1	0.0	"abnormal digestive system morphology"
MP:0005584	18820	246	9	1	0.0	"abnormal enzyme/coenzyme activity"
MP:0012762	18820	630	9	1	0.0	"abnormal alpha-beta T cell morphology"
MP:0012763	18820	508	9	1	0.0	"abnormal alpha-beta T cell number"
MP:0012765	18820	314	9	1	0.0	"decreased alpha-beta T cell number"
MP:0001504	18820	265	9	1	0.0	"abnormal posture"
MP:0001515	18820	698	9	3	0.0	"abnormal grip strength"
MP:0001516	18820	825	9	2	0.0	"abnormal motor coordination/balance"
MP:0005620	18820	412	9	5	0.0	"abnormal muscle contractility"
MP:0005621	18820	3723	9	3	0.0	"abnormal cell physiology"
MP:0004599	18820	151	9	1	0.0	"abnormal vertebral arch morphology"
MP:0008698	18820	113	9	1	0.0	"abnormal interleukin-4 secretion"
MP:0001533	18820	611	9	1	0.0	"abnormal skeleton physiology"
MP:0008704	18820	181	9	1	0.0	"abnormal interleukin-6 secretion"
MP:0004609	18820	160	9	1	0.0	"vertebral fusion"
MP:0005636	18820	734	9	1	0.0	"abnormal mineral homeostasis"
MP:0001544	18820	1762	9	5	0.0	"abnormal cardiovascular system physiology"
MP:0001547	18820	1249	9	1	0.0	"abnormal lipid level"
MP:0010768	18820	5533	9	5	0.0	"mortality/aging"
MP:0004624	18820	423	9	1	0.0	"abnormal thoracic cage morphology"
MP:0001552	18820	233	9	1	0.0	"increased circulating triglyceride level"
MP:0010769	18820	5172	9	5	0.0	"abnormal survival"
MP:0010770	18820	4677	9	5	0.0	"preweaning lethality"
MP:0001560	18820	468	9	1	0.0	"abnormal circulating insulin level"
MP:0002591	18820	142	9	1	0.0	"decreased mean corpuscular volume"
MP:0020000	18820	595	9	1	0.0	"abnormal response to antigen"
MP:0001570	18820	929	9	2	0.0	"abnormal circulating enzyme level"
MP:0001573	18820	318	9	1	0.0	"abnormal circulating alanine transaminase level"
MP:0003631	18820	3626	9	2	0.0	"nervous system phenotype"
MP:0003632	18820	2836	9	2	0.0	"abnormal nervous system morphology"
MP:0003633	18820	2130	9	1	0.0	"abnormal nervous system physiology"
MP:0003634	18820	393	9	1	0.0	"abnormal glial cell morphology"
MP:0001588	18820	624	9	1	0.0	"abnormal hemoglobin"
MP:0001589	18820	303	9	1	0.0	"abnormal mean corpuscular hemoglobin"
MP:0002619	18820	1331	9	1	0.0	"abnormal lymphocyte morphology"
MP:0001614	18820	1270	9	1	0.0	"abnormal blood vessel morphology"
MP:0010832	18820	2139	9	3	0.0	"lethality during fetal growth through weaning"
MP:0001629	18820	354	9	2	0.0	"abnormal heart rate"
MP:0004703	18820	715	9	2	0.0	"abnormal vertebral column morphology"
MP:0008804	18820	122	9	1	0.0	"abnormal circulating amylase level"
MP:0011888	18820	181	9	1	0.0	"abnormal circulating total protein level"
MP:0004720	18820	480	9	1	0.0	"abnormal platelet morphology"
MP:0001648	18820	1275	9	1	0.0	"abnormal apoptosis"
MP:0003698	18820	1028	9	1	0.0	"abnormal male reproductive system physiology"
MP:0010866	18820	958	9	1	0.0	"abnormal prenatal body size"
MP:0003699	18820	712	9	1	0.0	"abnormal female reproductive system physiology"
MP:0000631	18820	151	9	1	0.0	"abnormal neuroendocrine gland morphology"
MP:0000633	18820	129	9	1	0.0	"abnormal pituitary gland morphology"
MP:0011898	18820	328	9	1	0.0	"abnormal platelet cell number"
MP:0004738	18820	453	9	1	0.0	"abnormal auditory brainstem response"
MP:0008835	18820	449	9	1	0.0	"abnormal intercellular signaling peptide or protein level"
MP:0001688	18820	209	9	1	0.0	"abnormal somite development"
MP:0002723	18820	1066	9	1	0.0	"abnormal immune serum protein physiology"
MP:0002727	18820	235	9	1	0.0	"decreased circulating insulin level"
MP:0008872	18820	598	9	2	0.0	"abnormal physiological response to xenobiotic"
MP:0008874	18820	270	9	2	0.0	"decreased physiological sensitivity to xenobiotic"
MP:0000685	18820	2899	9	1	0.0	"abnormal immune system morphology"
MP:0011967	18820	218	9	1	0.0	"increased or absent threshold for auditory brainstem response"
MP:0002752	18820	1010	9	1	0.0	"abnormal somatic nervous system morphology"
MP:0011969	18820	415	9	1	0.0	"abnormal circulating triglyceride level"
MP:0001731	18820	906	9	2	0.0	"abnormal postnatal growth"
MP:0001732	18820	885	9	2	0.0	"postnatal growth retardation"
MP:0010954	18820	144	9	1	0.0	"abnormal cellular respiration"
MP:0000716	18820	2058	9	1	0.0	"abnormal immune system cell morphology"
MP:0000717	18820	1243	9	1	0.0	"abnormal lymphocyte cell number"
MP:0003795	18820	1107	9	1	0.0	"abnormal bone structure"
MP:0020185	18820	211	9	1	0.0	"abnormal susceptibility to viral infection"
MP:0000738	18820	306	9	5	0.0	"impaired muscle contractility"
MP:0001764	18820	4821	9	4	0.0	"abnormal homeostasis"
MP:0001765	18820	845	9	1	0.0	"abnormal ion homeostasis"
MP:0000745	18820	318	9	1	0.0	"tremors"
MP:0000753	18820	136	9	1	0.0	"paralysis"
MP:0008946	18820	499	9	1	0.0	"abnormal neuron number"
MP:0008948	18820	417	9	1	0.0	"decreased neuron number"
MP:0000759	18820	454	9	5	0.0	"abnormal skeletal muscle morphology"
MP:0001784	18820	780	9	2	0.0	"abnormal fluid regulation"
MP:0001785	18820	541	9	2	0.0	"edema"
MP:0004857	18820	449	9	3	0.0	"abnormal heart weight"
MP:0001790	18820	2297	9	2	0.0	"abnormal immune system physiology"
MP:0001793	18820	548	9	1	0.0	"abnormal susceptibility to infection"
MP:0000783	18820	1035	9	1	0.0	"abnormal forebrain morphology"
MP:0002833	18820	361	9	3	0.0	"increased heart weight"
MP:0003878	18820	558	9	1	0.0	"abnormal ear physiology"
MP:0010024	18820	309	9	2	0.0	"increased total body fat amount"
MP:0010025	18820	392	9	1	0.0	"decreased total body fat amount"
MP:0002864	18820	921	9	1	0.0	"abnormal ocular fundus morphology"
MP:0001845	18820	1229	9	2	0.0	"abnormal inflammatory response"
MP:0001846	18820	1034	9	2	0.0	"increased inflammatory response"
MP:0014134	18820	1481	9	1	0.0	"abnormal embryo morphology"
MP:0002873	18820	1866	9	4	0.0	"normal phenotype"
MP:0004924	18820	4314	9	4	0.0	"abnormal behavior"
MP:0000830	18820	287	9	1	0.0	"abnormal diencephalon morphology"
MP:0002882	18820	1518	9	2	0.0	"abnormal neuron morphology"
MP:0010053	18820	445	9	3	0.0	"decreased grip strength"
MP:0004937	18820	234	9	3	0.0	"dilated heart"
MP:0004939	18820	587	9	1	0.0	"abnormal B cell morphology"
MP:0002891	18820	180	9	1	0.0	"increased insulin sensitivity"
MP:0011085	18820	540	9	1	0.0	"postnatal lethality, complete penetrance"
MP:0011086	18820	724	9	2	0.0	"postnatal lethality, incomplete penetrance"
MP:0011087	18820	591	9	1	0.0	"neonatal lethality, complete penetrance"
MP:0003921	18820	334	9	5	0.0	"abnormal heart left ventricle morphology"
MP:0011089	18820	291	9	1	0.0	"perinatal lethality, complete penetrance"
MP:0010066	18820	218	9	1	0.0	"abnormal red blood cell distribution width"
MP:0011090	18820	291	9	1	0.0	"perinatal lethality, incomplete penetrance"
MP:0010067	18820	191	9	1	0.0	"increased red blood cell distribution width"
MP:0011100	18820	1651	9	1	0.0	"preweaning lethality, complete penetrance"
MP:0011101	18820	405	9	1	0.0	"prenatal lethality, incomplete penetrance"
MP:0008037	18820	841	9	1	0.0	"abnormal T cell morphology"
MP:0011110	18820	819	9	1	0.0	"preweaning lethality, incomplete penetrance"
MP:0003948	18820	547	9	1	0.0	"abnormal gas homeostasis"
MP:0003949	18820	1015	9	1	0.0	"abnormal circulating lipid level"
MP:0003953	18820	982	9	2	0.0	"abnormal hormone level"
MP:0003956	18820	2812	9	4	0.0	"abnormal body size"
MP:0002932	18820	388	9	1	0.0	"abnormal joint morphology"
MP:0003959	18820	554	9	2	0.0	"abnormal lean body mass"
MP:0003960	18820	265	9	1	0.0	"increased lean body mass"
MP:0003961	18820	303	9	1	0.0	"decreased lean body mass"
MP:0002941	18820	257	9	1	0.0	"increased circulating alanine transaminase level"
MP:0003965	18820	199	9	1	0.0	"abnormal pituitary hormone level"
MP:0001919	18820	1697	9	1	0.0	"abnormal reproductive system physiology"
MP:0001921	18820	591	9	1	0.0	"reduced fertility"
MP:0001923	18820	257	9	1	0.0	"reduced female fertility"
MP:0001924	18820	994	9	1	0.0	"infertility"
MP:0001925	18820	743	9	1	0.0	"male infertility"
MP:0008073	18820	390	9	1	0.0	"abnormal CD4-positive, alpha beta T cell number"
MP:0010122	18820	511	9	1	0.0	"abnormal bone mineral content"
MP:0008075	18820	245	9	1	0.0	"decreased CD4-positive, alpha beta T cell number"
MP:0010124	18820	336	9	1	0.0	"decreased bone mineral content"
MP:0001933	18820	342	9	1	0.0	"abnormal litter size"
MP:0008077	18820	343	9	1	0.0	"abnormal CD8-positive, alpha-beta T cell number"
MP:0001935	18820	328	9	1	0.0	"decreased litter size"
MP:0008079	18820	228	9	1	0.0	"decreased CD8-positive, alpha-beta T cell number"
MP:0005010	18820	366	9	1	0.0	"abnormal CD8-positive, alpha beta T cell morphology"
MP:0006035	18820	165	9	2	0.0	"abnormal mitochondrial morphology"
MP:0001943	18820	581	9	2	0.0	"abnormal respiration"
MP:0002968	18820	355	9	1	0.0	"increased circulating alkaline phosphatase level"
MP:0005016	18820	937	9	1	0.0	"decreased lymphocyte cell number"
MP:0005017	18820	418	9	1	0.0	"decreased B cell number"
MP:0005018	18820	570	9	1	0.0	"decreased T cell number"
MP:0006042	18820	897	9	1	0.0	"increased apoptosis"
MP:0009115	18820	217	9	1	0.0	"abnormal fat cell morphology"
MP:0002972	18820	291	9	4	0.0	"abnormal cardiac muscle contractility"
MP:0001951	18820	324	9	1	0.0	"abnormal breathing pattern"
MP:0001953	18820	171	9	2	0.0	"respiratory failure"
MP:0005025	18820	585	9	1	0.0	"abnormal response to infection"
MP:0001954	18820	223	9	1	0.0	"respiratory distress"
MP:0000937	18820	165	9	1	0.0	"abnormal motor neuron morphology"
MP:0001963	18820	516	9	1	0.0	"abnormal hearing physiology"
MP:0011180	18820	2171	9	1	0.0	"abnormal hematopoietic cell number"
MP:0011181	18820	1441	9	1	0.0	"increased hematopoietic cell number"
MP:0011182	18820	1508	9	1	0.0	"decreased hematopoietic cell number"
MP:0000952	18820	307	9	1	0.0	"abnormal CNS glial cell morphology"
MP:0000955	18820	294	9	1	0.0	"abnormal spinal cord morphology"
MP:0003009	18820	644	9	1	0.0	"abnormal cytokine secretion"
MP:0005076	18820	663	9	1	0.0	"abnormal cell differentiation"
MP:0006113	18820	376	9	2	0.0	"abnormal heart septum morphology"
MP:0004085	18820	403	9	2	0.0	"abnormal heartbeat"
MP:0004087	18820	413	9	6	0.0	"abnormal muscle fiber morphology"
