ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
MP:0000281	11228	329	8	2	0.021324286771224554	0.057474901683815534	0.0	"abnormal interventricular septum morphology"
MP:0000153	11228	32	8	1	0.022580971200611363	0.06060192270933306	6.75612794180974E-95	"rib bifurcation"
MP:0004566	11228	33	8	1	0.023279377080418925	0.06142625548950876	1.991356038604882E-97	"myocardial fiber degeneration"
MP:0006334	11228	33	8	1	0.023279377080418925	0.06142625548950876	1.991356038604882E-97	"abnormal susceptibility to hearing loss"
MP:0008805	11228	33	8	1	0.023279377080418925	0.06142625548950876	1.991356038604882E-97	"decreased circulating amylase level"
MP:0010724	11228	33	8	1	0.023279377080418925	0.06142625548950876	1.991356038604882E-97	"thick interventricular septum"
MP:0031094	11228	1742	8	4	0.02394748867884458	0.06248038776880669	0.0	"organomegaly"
MP:0000748	11228	34	8	1	0.023977346261596196	0.06248038776880669	6.047887924330206E-100	"progressive muscle weakness"
MP:0011638	11228	34	8	1	0.023977346261596196	0.06248038776880669	6.047887924330206E-100	"abnormal mitochondrial chromosome morphology"
MP:0001629	11228	354	8	2	0.024472935834084823	0.06324826121762836	0.0	"abnormal heart rate"
MP:0002234	11228	35	8	1	0.024674878978214885	0.06324826121762836	1.8909780002934345E-102	"abnormal pharynx morphology"
MP:0020039	11228	35	8	1	0.024674878978214885	0.06324826121762836	1.8909780002934345E-102	"increased bone ossification"
MP:0020204	11228	35	8	1	0.024674878978214885	0.06324826121762836	1.8909780002934345E-102	"abnormal heart left ventricle weight"
MP:0004321	11228	36	8	1	0.025371975464241848	0.064770734111967	6.081944787824965E-105	"short sternum"
MP:0030021	11228	38	8	1	0.02676486067986246	0.0680499291779499	6.827334742770717E-110	"increased muscle cell glucose uptake"
MP:0006113	11228	376	8	2	0.027396596229987902	0.06937525174367905	0.0	"abnormal heart septum morphology"
MP:0001262	11228	1818	8	4	0.027730623950816026	0.06979048792095029	0.0	"decreased body weight"
MP:0012322	11228	1819	8	4	0.027782837548148996	0.06979048792095029	0.0	"decreased total tissue mass"
MP:0011966	11228	40	8	1	0.028156003778102037	0.07044609710218358	8.506569110295292E-115	"abnormal auditory brainstem response waveform shape"
MP:0001780	11228	41	8	1	0.02885092261700935	0.0718983309661979	3.1173519263334E-117	"decreased brown adipose tissue amount"
MP:0008725	11228	42	8	1	0.029545406626929605	0.07333800538226005	1.1703654322522618E-119	"enlarged heart atrium"
MP:0002169	11228	1864	8	4	0.03019914091232215	0.07406388034495578	0.0	"no abnormal phenotype detected"
MP:0001853	11228	43	8	1	0.030239456041100385	0.07406388034495578	4.4989910233517023E-122	"heart inflammation"
MP:0008277	11228	43	8	1	0.030239456041100385	0.07406388034495578	4.4989910233517023E-122	"abnormal sternum ossification"
MP:0002873	11228	1866	8	4	0.030309581606136362	0.07406388034495578	0.0	"normal phenotype"
MP:0000304	11228	44	8	1	0.03093307109265196	0.07471526402379013	1.769831068623271E-124	"abnormal cardiac stroke volume"
MP:0002190	11228	44	8	1	0.03093307109265196	0.07471526402379013	1.769831068623271E-124	"disorganized myocardium"
MP:0004620	11228	44	8	1	0.03093307109265196	0.07471526402379013	1.769831068623271E-124	"cervical vertebral fusion"
MP:0004085	11228	403	8	2	0.031174274751574933	0.07500936606892358	0.0	"abnormal heartbeat"
MP:0003686	11228	45	8	1	0.03162625201460979	0.07551819872690095	7.121101402798942E-127	"abnormal eye muscle morphology"
MP:0006142	11228	45	8	1	0.03162625201460979	0.07551819872690095	7.121101402798942E-127	"abnormal sinoatrial node conduction"
MP:0008687	11228	46	8	1	0.032318999039899356	0.07688004317066968	2.9291841592371706E-129	"increased interleukin-2 secretion"
MP:0000480	11228	48	8	1	0.03370319233164047	0.07987020673309515	5.28549464016881E-134	"increased rib number"
MP:0000295	11228	49	8	1	0.03439463906341765	0.08089825217912466	2.316540584656085E-136	"trabecula carnea hypoplasia"
MP:0004091	11228	49	8	1	0.03439463906341765	0.08089825217912466	2.316540584656085E-136	"abnormal Z line morphology"
MP:0030567	11228	50	8	1	0.035085652829176917	0.08221563424150412	1.0361126150306873E-138	"abnormal I band morphology"
MP:0020914	11228	52	8	1	0.03646638239214424	0.08513341316827726	2.1993336799689695E-143	"decreased susceptibility to Riboviria infection"
MP:0000751	11228	53	8	1	0.03715609865384779	0.08578687483314858	1.0429910973370596E-145	"myopathy"
MP:0003222	11228	53	8	1	0.03715609865384779	0.08578687483314858	1.0429910973370596E-145	"increased cardiomyocyte apoptosis"
MP:0008699	11228	53	8	1	0.03715609865384779	0.08578687483314858	1.0429910973370596E-145	"increased interleukin-4 secretion"
MP:0003968	11228	55	8	1	0.03853423529814357	0.08767934698273247	2.480737729767684E-150	"abnormal growth hormone level"
MP:0004613	11228	55	8	1	0.03853423529814357	0.08767934698273247	2.480737729767684E-150	"fusion of vertebral arches"
MP:0009116	11228	55	8	1	0.03853423529814357	0.08767934698273247	2.480737729767684E-150	"abnormal brown fat cell morphology"
MP:0010392	11228	55	8	1	0.03853423529814357	0.08767934698273247	2.480737729767684E-150	"prolonged QRS complex duration"
MP:0003383	11228	56	8	1	0.03922265614460657	0.08860369805328391	1.243366265694951E-152	"abnormal gluconeogenesis"
MP:0008662	11228	56	8	1	0.03922265614460657	0.08860369805328391	1.243366265694951E-152	"abnormal interleukin-12 secretion"
MP:0004036	11228	57	8	1	0.03991064564968831	0.08883509456550032	6.343705437305182E-155	"abnormal muscle relaxation"
MP:0004701	11228	57	8	1	0.03991064564968831	0.08883509456550032	6.343705437305182E-155	"decreased circulating insulin-like growth factor I level"
MP:0010560	11228	57	8	1	0.03991064564968831	0.08883509456550032	6.343705437305182E-155	"intraventricular block"
MP:0010636	11228	57	8	1	0.03991064564968831	0.08883509456550032	6.343705437305182E-155	"bundle branch block"
MP:0005385	11228	3084	8	5	0.04039438067666129	0.08883509456550032	0.0	"cardiovascular system phenotype"
MP:0012321	11228	2033	8	4	0.040473000825414954	0.08883509456550032	0.0	"abnormal total tissue mass"
MP:0003140	11228	58	8	1	0.04059820404506145	0.08883509456550032	3.293661403298049E-157	"dilated heart atrium"
MP:0003927	11228	58	8	1	0.04059820404506145	0.08883509456550032	3.293661403298049E-157	"increased cellular glucose import"
MP:0010428	11228	58	8	1	0.04059820404506145	0.08883509456550032	3.293661403298049E-157	"abnormal heart right ventricle outflow tract morphology"
MP:0004322	11228	60	8	1	0.041972028432874446	0.09152233977724011	9.34576267739945E-162	"abnormal sternebra morphology"
MP:0003221	11228	61	8	1	0.0426582948881435	0.09205982539434406	5.1046877088434754E-164	"abnormal cardiomyocyte apoptosis"
MP:0006065	11228	61	8	1	0.0426582948881435	0.09205982539434406	5.1046877088434754E-164	"abnormal heart position or orientation"
MP:0011635	11228	61	8	1	0.0426582948881435	0.09205982539434406	5.1046877088434754E-164	"abnormal mitochondrial crista morphology"
MP:0004122	11228	62	8	1	0.04334413115937234	0.09290141422554891	2.834159917140385E-166	"abnormal sinus arrhythmia"
MP:0010503	11228	62	8	1	0.04334413115937234	0.09290141422554891	2.834159917140385E-166	"myocardial trabeculae hypoplasia"
MP:0011634	11228	63	8	1	0.04402953747771768	0.09404948821770988	1.5990692708431093E-168	"abnormal mitochondrial inner membrane morphology"
MP:0004130	11228	64	8	1	0.04471451407423471	0.09518886385972677	9.166183012398307E-171	"abnormal muscle cell glucose uptake"
MP:0011049	11228	65	8	1	0.04539906117987196	0.09631962980053915	5.336813828460008E-173	"impaired adaptive thermogenesis"
MP:0002082	11228	1205	8	3	0.045677290710562764	0.09658363153613944	0.0	"postnatal lethality"
MP:0001407	11228	67	8	1	0.046766867841792036	0.09855568122364228	1.8939907266967333E-177	"short stride length"
MP:0001636	11228	68	8	1	0.047450127859460775	0.09932893431913789	1.1539411290583475E-179	"irregular heartbeat"
MP:0004700	11228	68	8	1	0.047450127859460775	0.09932893431913789	1.1539411290583475E-179	"abnormal circulating insulin-like growth factor I level"
MP:0003702	11228	70	8	1	0.048815362420896714	0.10184733422034264	4.475497423387766E-184	"abnormal chromosome morphology"
MP:0008148	11228	71	8	1	0.049497337425427404	0.10225107862884346	2.847825031903117E-186	"abnormal sternocostal joint morphology"
MP:0008831	11228	71	8	1	0.049497337425427404	0.10225107862884346	2.847825031903117E-186	"abnormal insulin-like growth factor I level"
MP:0010502	11228	71	8	1	0.049497337425427404	0.10225107862884346	2.847825031903117E-186	"ventricle myocardium hypoplasia"
MP:0001778	11228	72	8	1	0.050178884552837144	0.10331914589895648	1.8378005045866153E-188	"abnormal brown adipose tissue amount"
MP:0001259	11228	2183	8	4	0.051245004129235314	0.10516948559856136	0.0	"abnormal body weight"
MP:0000939	11228	75	8	1	0.05222096097307141	0.10613192068313541	5.364206515391508E-195	"decreased motor neuron number"
MP:0002410	11228	75	8	1	0.05222096097307141	0.10613192068313541	5.364206515391508E-195	"decreased susceptibility to viral infection"
MP:0012690	11228	75	8	1	0.05222096097307141	0.10613192068313541	5.364206515391508E-195	"abnormal stride length"
MP:0009431	11228	76	8	1	0.052900798892209236	0.10716677969131419	3.655336637371432E-197	"decreased fetal weight"
MP:0001785	11228	541	8	2	0.053492714086735824	0.10784734593793575	0.0	"edema"
MP:0004067	11228	77	8	1	0.05358021008381521	0.10784734593793575	2.523860483120877E-199	"abnormal trabecula carnea morphology"
MP:0003898	11228	78	8	1	0.05425919477749789	0.10886509367497979	1.7654122292431103E-201	"abnormal QRS complex"
MP:0004142	11228	79	8	1	0.0549377532027657	0.10952669527408526	1.2508301893265268E-203	"abnormal muscle tone"
MP:0005568	11228	79	8	1	0.0549377532027657	0.10952669527408526	1.2508301893265268E-203	"increased circulating total protein level"
MP:0003959	11228	554	8	2	0.05583475644200244	0.11096274381511877	0.0	"abnormal lean body mass"
MP:0004090	11228	82	8	1	0.05697087316156874	0.11286343326645165	4.797294015422036E-210	"abnormal sarcomere morphology"
MP:0002279	11228	84	8	1	0.05832415932832021	0.11518104420812923	2.692493125488527E-214	"abnormal diaphragm morphology"
MP:0000154	11228	85	8	1	0.059000164956934824	0.11615079496224161	2.0536783530543853E-216	"rib fusion"
MP:0000755	11228	86	8	1	0.05967574592079153	0.11711365136955339	1.5849981007194266E-218	"hindlimb paralysis"
MP:0001943	11228	581	8	2	0.06082025070584594	0.1189879048076986	0.0	"abnormal respiration"
MP:0010500	11228	88	8	1	0.061025634768864065	0.11901893985977216	9.775598195920647E-223	"myocardium hypoplasia"
MP:0008705	11228	89	8	1	0.0616999431101367	0.11996149929772709	7.80994828933821E-225	"increased interleukin-6 secretion"
MP:0013147	11228	90	8	1	0.06237382770076542	0.12089741912370582	6.3102194635083905E-227	"limb paralysis"
MP:0004163	11228	91	8	1	0.06304728876903012	0.12182676106754128	5.155593204999662E-229	"abnormal adenohypophysis morphology"
MP:0008872	11228	598	8	2	0.06404098663508596	0.12336729940746621	0.0	"abnormal physiological response to xenobiotic"
MP:0003658	11228	95	8	1	0.06573690238028113	0.12547955834290744	2.5618989585217664E-237	"abnormal capillary morphology"
MP:0003925	11228	95	8	1	0.06573690238028113	0.12547955834290744	2.5618989585217664E-237	"abnormal cellular glucose uptake"
MP:0011019	11228	95	8	1	0.06573690238028113	0.12547955834290744	2.5618989585217664E-237	"abnormal adaptive thermogenesis"
MP:0010224	11228	96	8	1	0.0664082492572113	0.12637691070766272	2.2091287165928517E-239	"abnormal heart ventricle outflow tract morphology"
MP:0001053	11228	97	8	1	0.06707917397926202	0.12688470258727877	1.924950462724311E-241	"abnormal neuromuscular synapse morphology"
MP:0005505	11228	97	8	1	0.06707917397926202	0.12688470258727877	1.924950462724311E-241	"thrombocytosis"
MP:0000746	11228	98	8	1	0.0677496767739891	0.12758630598896262	1.6947726650524234E-243	"weakness"
MP:0005451	11228	2380	8	4	0.06785641114699603	0.12758630598896262	0.0	"abnormal body composition"
MP:0001051	11228	100	8	1	0.06908941749117925	0.12874823200136667	1.3545509291274998E-247	"abnormal somatic motor system morphology"
MP:0004625	11228	100	8	1	0.06908941749117925	0.12874823200136667	1.3545509291274998E-247	"abnormal rib joint morphology"
MP:0010559	11228	100	8	1	0.06908941749117925	0.12874823200136667	1.3545509291274998E-247	"heart block"
MP:0002626	11228	103	8	1	0.07109586979506047	0.13131825362146463	1.043325562411021E-253	"increased heart rate"
MP:0002740	11228	103	8	1	0.07109586979506047	0.13131825362146463	1.043325562411021E-253	"heart hypoplasia"
MP:0008866	11228	103	8	1	0.07109586979506047	0.13131825362146463	1.043325562411021E-253	"chromosomal instability"
MP:0010094	11228	105	8	1	0.07243140146524384	0.13300269040986296	9.206222918253782E-258	"abnormal chromosome stability"
MP:0010499	11228	105	8	1	0.07243140146524384	0.13300269040986296	9.206222918253782E-258	"abnormal ventricle myocardium morphology"
MP:0001265	11228	2448	8	4	0.07425428304665371	0.13588085054780238	0.0	"decreased body size"
MP:0003047	11228	108	8	1	0.07443154870771342	0.13588085054780238	8.196835441902567E-264	"abnormal thoracic vertebrae morphology"
MP:0008686	11228	110	8	1	0.0757628826704136	0.13791040671599925	7.948677594918184E-268	"abnormal interleukin-2 secretion"
MP:0008566	11228	113	8	1	0.07775674184165957	0.1407240169353378	8.127397732659338E-274	"increased interferon-gamma secretion"
MP:0008698	11228	113	8	1	0.07775674184165957	0.1407240169353378	8.127397732659338E-274	"abnormal interleukin-4 secretion"
MP:0008560	11228	116	8	1	0.07974683630958578	0.143910957478218	9.003285467402913E-280	"increased tumor necrosis factor secretion"
MP:0000280	11228	117	8	1	0.08040936558509515	0.14469077818750645	9.479701220998694E-282	"thin ventricular wall"
MP:0008272	11228	118	8	1	0.08107147746298649	0.14546539384787288	1.006754337218346E-283	"abnormal endochondral bone ossification"
MP:0003048	11228	119	8	1	0.08173317216867197	0.14581940943728977	1.078341729328402E-285	"abnormal cervical vertebrae morphology"
MP:0003973	11228	119	8	1	0.08173317216867197	0.14581940943728977	1.078341729328402E-285	"increased pituitary hormone level"
MP:0005666	11228	121	8	1	0.08305531096461662	0.14775845690022446	1.2688555693106426E-289	"abnormal adipose tissue physiology"
MP:0008804	11228	122	8	1	0.08371575550519461	0.1485126962069554	1.3937190911687904E-291	"abnormal circulating amylase level"
MP:0005562	11228	128	8	1	0.08766968891453743	0.1548668464835434	2.904269699201291E-303	"decreased mean corpuscular hemoglobin"
MP:0004703	11228	715	8	2	0.08779076010850549	0.1548668464835434	0.0	"abnormal vertebral column morphology"
MP:0000633	11228	129	8	1	0.08832722427386962	0.15537674185991632	3.3752323531280657E-305	"abnormal pituitary gland morphology"
MP:0011086	11228	724	8	2	0.08972416087656915	0.15739322075554588	0.0	"postnatal lethality, incomplete penetrance"
MP:0030804	11228	132	8	1	0.09029734305278582	0.15795746918426043	5.550832169665E-311	"abnormal synovial joint morphology"
MP:0000313	11228	1595	8	3	0.09221758020507367	0.16086844546885076	0.0	"abnormal cell death"
MP:0000753	11228	136	8	1	0.09291837275709375	0.16164193377134314	1.198826E-318	"paralysis"
MP:0003674	11228	137	8	1	0.09357259679404432	0.16233036128911557	1.4807E-320	"oxidative stress"
MP:0020912	11228	139	8	1	0.0948798063658143	0.16414467878162917	0.0	"abnormal susceptibility to Riboviria infection"
MP:0002971	11228	141	8	1	0.09618536609022377	0.16594618105675968	0.0	"abnormal brown adipose tissue morphology"
MP:0002591	11228	142	8	1	0.09683752781757839	0.16661360950531295	0.0	"decreased mean corpuscular volume"
MP:0002128	11228	759	8	2	0.09737568426934848	0.16682088945097553	0.0	"abnormal blood circulation"
MP:0003358	11228	143	8	1	0.09748927775240131	0.16682088945097553	0.0	"abnormal hypaxial muscle morphology"
MP:0010954	11228	144	8	1	0.09814061611757097	0.1674790948962896	0.0	"abnormal cellular respiration"
MP:0001784	11228	780	8	2	0.1020644313280475	0.1737031514200917	0.0	"abnormal fluid regulation"
MP:0000631	11228	151	8	1	0.10268847942542837	0.17382308646676284	0.0	"abnormal neuroendocrine gland morphology"
MP:0004599	11228	151	8	1	0.10268847942542837	0.17382308646676284	0.0	"abnormal vertebral arch morphology"
MP:0003186	11228	154	8	1	0.10463141240300348	0.17663582523947902	0.0	"abnormal redox activity"
MP:0005378	11228	5264	8	6	0.10729702510242506	0.1806502192073001	0.0	"growth/size/body region phenotype"
MP:0004609	11228	160	8	1	0.1085062379785991	0.18195990469833384	0.0	"vertebral fusion"
MP:0005266	11228	809	8	2	0.10865440169088406	0.18195990469833384	0.0	"abnormal metabolism"
MP:0000937	11228	165	8	1	0.11172404287197463	0.1866029226691491	0.0	"abnormal motor neuron morphology"
MP:0001516	11228	825	8	2	0.11234525398363371	0.18714275729899726	0.0	"abnormal motor coordination/balance"
MP:0005331	11228	168	8	1	0.1136498437442763	0.18881508431588762	0.0	"insulin resistance"
MP:0003189	11228	169	8	1	0.11429096501462324	0.18898757573944452	0.0	"fused joints"
MP:0003956	11228	2812	8	4	0.11435553946017343	0.18898757573944452	0.0	"abnormal body size"
MP:0003111	11228	174	8	1	0.11749048862392439	0.19365886313864702	0.0	"abnormal cell nucleus morphology"
MP:0005288	11228	176	8	1	0.11876746356053307	0.1952512228167926	0.0	"abnormal oxygen consumption"
MP:0005452	11228	862	8	2	0.12102315964954052	0.1978976156223287	0.0	"abnormal adipose tissue amount"
MP:0002891	11228	180	8	1	0.1213165639441022	0.1978976156223287	0.0	"increased insulin sensitivity"
MP:0005376	11228	5406	8	6	0.12147083993370951	0.1978976156223287	0.0	"homeostasis/metabolism phenotype"
MP:0008704	11228	181	8	1	0.12195283000930128	0.1978976156223287	0.0	"abnormal interleukin-6 secretion"
MP:0011888	11228	181	8	1	0.12195283000930128	0.1978976156223287	0.0	"abnormal circulating total protein level"
MP:0002133	11228	871	8	2	0.12316305296305985	0.19921887526066376	0.0	"abnormal respiratory system physiology"
MP:0002058	11228	872	8	2	0.12340150075859588	0.19921887526066376	0.0	"neonatal lethality"
MP:0001732	11228	885	8	2	0.12651355749784407	0.20371926694524634	0.0	"postnatal growth retardation"
MP:0002409	11228	191	8	1	0.12829335219678228	0.20553118668260018	0.0	"decreased susceptibility to infection"
MP:0010067	11228	191	8	1	0.12829335219678228	0.20553118668260018	0.0	"increased red blood cell distribution width"
MP:0001731	11228	906	8	2	0.13158769302977913	0.21027244585929084	0.0	"abnormal postnatal growth"
MP:0003965	11228	199	8	1	0.133336888264636	0.21252681682789695	0.0	"abnormal pituitary hormone level"
MP:0008503	11228	200	8	1	0.1339655313776949	0.2129882372283352	0.0	"abnormal spinal cord grey matter morphology"
MP:0008489	11228	205	8	1	0.13710276583528838	0.21704643607134352	0.0	"slow postnatal weight gain"
MP:0001570	11228	929	8	2	0.13720929159287162	0.21704643607134352	0.0	"abnormal circulating enzyme level"
MP:0005551	11228	207	8	1	0.13835487248351339	0.21830869326544325	0.0	"abnormal eye electrophysiology"
MP:0001688	11228	209	8	1	0.13960538908309178	0.21972978532376353	0.0	"abnormal somite development"
MP:0020185	11228	211	8	1	0.14085431736512422	0.22058980375386036	0.0	"abnormal susceptibility to viral infection"
MP:0020879	11228	211	8	1	0.14085431736512422	0.22058980375386036	0.0	"abnormal calcium level"
MP:0000459	11228	215	8	1	0.1433474158928423	0.22393576413110688	0.0	"abnormal presacral vertebrae morphology"
MP:0004200	11228	217	8	1	0.14459158959281596	0.22461531112459915	0.0	"decreased fetal size"
MP:0009115	11228	217	8	1	0.14459158959281596	0.22461531112459915	0.0	"abnormal fat cell morphology"
MP:0010066	11228	218	8	1	0.1452130833066676	0.22461531112459915	0.0	"abnormal red blood cell distribution width"
MP:0011967	11228	218	8	1	0.1452130833066676	0.22461531112459915	0.0	"increased or absent threshold for auditory brainstem response"
MP:0008556	11228	222	8	1	0.14769510894725638	0.227893190218371	0.0	"abnormal tumor necrosis factor secretion"
MP:0001954	11228	223	8	1	0.14831462912972596	0.22828820366046054	0.0	"respiratory distress"
MP:0009538	11228	224	8	1	0.14893375525121108	0.22851328994323988	0.0	"abnormal synapse morphology"
MP:0004198	11228	225	8	1	0.14955248752654712	0.22851328994323988	0.0	"abnormal fetal size"
MP:0005343	11228	225	8	1	0.14955248752654712	0.22851328994323988	0.0	"increased circulating aspartate transaminase level"
MP:0003953	11228	982	8	2	0.15040337860941785	0.22925563535610294	0.0	"abnormal hormone level"
MP:0008079	11228	228	8	1	0.15140632342295493	0.2302255959070598	0.0	"decreased CD8-positive, alpha-beta T cell number"
MP:0000160	11228	230	8	1	0.1526402487247018	0.23154124685776023	0.0	"kyphosis"
MP:0000157	11228	231	8	1	0.15325662242994134	0.23191604550844136	0.0	"abnormal sternum morphology"
MP:0001552	11228	233	8	1	0.15448819302003347	0.23298050060755118	0.0	"increased circulating triglyceride level"
MP:0005319	11228	999	8	2	0.15470202030788033	0.23298050060755118	0.0	"abnormal enzyme/coenzyme level"
MP:0002727	11228	235	8	1	0.1557181959430794	0.23394982548386092	0.0	"decreased circulating insulin level"
MP:0008075	11228	245	8	1	0.16184475537303847	0.24257400089324144	0.0	"decreased CD4-positive, alpha beta T cell number"
MP:0005584	11228	246	8	1	0.16245526634059687	0.24290930300451152	0.0	"abnormal enzyme/coenzyme activity"
MP:0001846	11228	1034	8	2	0.16364672751779055	0.24357340290011617	0.0	"increased inflammatory response"
MP:0008559	11228	248	8	1	0.16367512105708443	0.24357340290011617	0.0	"abnormal interferon-gamma secretion"
MP:0001923	11228	257	8	1	0.16914525022601082	0.2505264555234311	0.0	"reduced female fertility"
MP:0002941	11228	257	8	1	0.16914525022601082	0.2505264555234311	0.0	"increased circulating alanine transaminase level"
MP:0004231	11228	263	8	1	0.17277458700225676	0.25409358935732995	0.0	"abnormal calcium ion homeostasis"
MP:0010508	11228	263	8	1	0.17277458700225676	0.25409358935732995	0.0	"abnormal heart electrocardiography waveform feature"
MP:0000150	11228	265	8	1	0.17398127933702529	0.25409358935732995	0.0	"abnormal rib morphology"
MP:0000203	11228	265	8	1	0.17398127933702529	0.25409358935732995	0.0	"abnormal circulating aspartate transaminase level"
MP:0001504	11228	265	8	1	0.17398127933702529	0.25409358935732995	0.0	"abnormal posture"
MP:0003960	11228	265	8	1	0.17398127933702529	0.25409358935732995	0.0	"increased lean body mass"
MP:0002089	11228	3246	8	4	0.17471261948072486	0.254569663651729	0.0	"abnormal postnatal growth/weight/body size"
MP:0005292	11228	271	8	1	0.1775921201943964	0.25816632287518737	0.0	"improved glucose tolerance"
MP:0004508	11228	278	8	1	0.18178730553977446	0.26365456784983454	0.0	"abnormal pectoral girdle bone morphology"
MP:0010832	11228	2139	8	3	0.1824989634991802	0.26407684119236213	0.0	"lethality during fetal growth through weaning"
MP:0013663	11228	282	8	1	0.18417613716545236	0.26589106698828524	0.0	"increased myeloid cell number"
MP:0001392	11228	2158	8	3	0.18609896445225743	0.2677564359917881	0.0	"abnormal locomotor behavior"
MP:0000830	11228	287	8	1	0.18715359339002213	0.2677564359917881	0.0	"abnormal diencephalon morphology"
MP:0003137	11228	287	8	1	0.18715359339002213	0.2677564359917881	0.0	"abnormal impulse conducting system conduction"
MP:0000003	11228	1124	8	2	0.1871736869433041	0.2677564359917881	0.0	"abnormal adipose tissue morphology"
MP:0001393	11228	291	8	1	0.1895287080233991	0.2686772655501008	0.0	"ataxia"
MP:0002188	11228	291	8	1	0.1895287080233991	0.2686772655501008	0.0	"small heart"
MP:0011089	11228	291	8	1	0.1895287080233991	0.2686772655501008	0.0	"perinatal lethality, complete penetrance"
MP:0011090	11228	291	8	1	0.1895287080233991	0.2686772655501008	0.0	"perinatal lethality, incomplete penetrance"
MP:0000955	11228	294	8	1	0.19130605672391754	0.2699779856688095	0.0	"abnormal spinal cord morphology"
MP:0005334	11228	294	8	1	0.19130605672391754	0.2699779856688095	0.0	"abnormal fat pad morphology"
MP:0005375	11228	1145	8	2	0.19276037591545772	0.2712622734604398	0.0	"adipose tissue phenotype"
MP:0004197	11228	297	8	1	0.19307999400766973	0.2712622734604398	0.0	"abnormal fetal growth/weight/body size"
MP:0001589	11228	303	8	1	0.19661765677277915	0.27500197873787374	0.0	"abnormal mean corpuscular hemoglobin"
MP:0003961	11228	303	8	1	0.19661765677277915	0.27500197873787374	0.0	"decreased lean body mass"
MP:0008555	11228	306	8	1	0.19838139345901276	0.2768522557605778	0.0	"abnormal interferon secretion"
MP:0000952	11228	307	8	1	0.19896855229919364	0.2770106804481668	0.0	"abnormal CNS glial cell morphology"
MP:0004174	11228	309	8	1	0.20014174113808417	0.2770106804481668	0.0	"abnormal spine curvature"
MP:0005317	11228	309	8	1	0.20014174113808417	0.2770106804481668	0.0	"increased triglyceride level"
MP:0010770	11228	4677	8	5	0.20025931357240084	0.2770106804481668	0.0	"preweaning lethality"
MP:0000226	11228	310	8	1	0.200727771550256	0.2770484407331006	0.0	"abnormal mean corpuscular volume"
MP:0012765	11228	314	8	1	0.2030681379702456	0.27966401457305756	0.0	"decreased alpha-beta T cell number"
MP:0003491	11228	2257	8	3	0.20526382676497532	0.28103000810782214	0.0	"abnormal voluntary movement"
MP:0000745	11228	318	8	1	0.20540250592594006	0.28103000810782214	0.0	"tremors"
MP:0001573	11228	318	8	1	0.20540250592594006	0.28103000810782214	0.0	"abnormal circulating alanine transaminase level"
MP:0001951	11228	324	8	1	0.20889283956995372	0.2851841374998499	0.0	"abnormal breathing pattern"
MP:0002081	11228	1210	8	2	0.21025219934120032	0.2864173127684898	0.0	"perinatal lethality"
MP:0001935	11228	328	8	1	0.2112122689871474	0.28648230005168157	0.0	"decreased litter size"
MP:0011898	11228	328	8	1	0.2112122689871474	0.28648230005168157	0.0	"abnormal platelet cell number"
MP:0001260	11228	330	8	1	0.21236975071529426	0.2868133407509781	0.0	"increased body weight"
MP:0012323	11228	330	8	1	0.21236975071529426	0.2868133407509781	0.0	"increased total tissue mass"
MP:0002272	11228	331	8	1	0.21294793405119242	0.2869770441719932	0.0	"abnormal nervous system electrophysiology"
MP:0001845	11228	1229	8	2	0.2154168107985955	0.2896224404266993	0.0	"abnormal inflammatory response"
MP:0010124	11228	336	8	1	0.21583328363008802	0.2896224404266993	0.0	"decreased bone mineral content"
MP:0000350	11228	1241	8	2	0.2186895813355467	0.29282954601007105	0.0	"abnormal cell proliferation"
MP:0001933	11228	342	8	1	0.21928348246090407	0.2930000574158463	0.0	"abnormal litter size"
MP:0008077	11228	343	8	1	0.21985722232316562	0.29314296309755417	0.0	"abnormal CD8-positive, alpha-beta T cell number"
MP:0000163	11228	348	8	1	0.22272039123272444	0.2963313679960825	0.0	"abnormal cartilage morphology"
MP:0002083	11228	1259	8	2	0.22361376625206372	0.2968910046644736	0.0	"premature death"
MP:0001304	11228	352	8	1	0.2250043020669687	0.2981069656077138	0.0	"cataract"
MP:0002968	11228	355	8	1	0.2267133795407559	0.29973895231914677	0.0	"increased circulating alkaline phosphatase level"
MP:0002114	11228	1274	8	2	0.22773035920129242	0.3004509781059068	0.0	"abnormal axial skeleton morphology"
MP:0001264	11228	365	8	1	0.23238651065528385	0.30595121318976576	0.0	"increased body size"
MP:0005010	11228	366	8	1	0.23295181562761252	0.3060538498203779	0.0	"abnormal CD8-positive, alpha beta T cell morphology"
MP:0001286	11228	376	8	1	0.23858486148026564	0.31280019417454447	0.0	"abnormal eye development"
MP:0002932	11228	388	8	1	0.2452967102070715	0.32092986252091854	0.0	"abnormal joint morphology"
MP:0008073	11228	390	8	1	0.2464103036978839	0.32122264501677344	0.0	"abnormal CD4-positive, alpha beta T cell number"
MP:0005293	11228	392	8	1	0.24752245916756815	0.32122264501677344	0.0	"impaired glucose tolerance"
MP:0010025	11228	392	8	1	0.24752245916756815	0.32122264501677344	0.0	"decreased total body fat amount"
MP:0000358	11228	1347	8	2	0.24791455379144053	0.32122264501677344	0.0	"abnormal cell morphology"
MP:0003634	11228	393	8	1	0.2480779981419349	0.32122264501677344	0.0	"abnormal glial cell morphology"
