"HsOrtho"	"MsOrtho"	"Homology_Score"
"COA3"	"Coa3"	86.25348
"COA4"	"Coa4"	86.96637
"COA5"	"Coa5"	82.69171
"COA6"	"Coa6"	84.79057
"COA7"	"Coa7"	84.81697
"COASY"	"Coasy"	72.70837
"COBL"	"Cobl"	73.79748
"COBLL1"	"Cobll1"	75.79213
"COCH"	"Coch"	70.938126
"COG1"	"Cog1"	72.85458
"COG2"	"Cog2"	73.42786
"COG3"	"Cog3"	71.797104
"COG4"	"Cog4"	72.106255
"COG5"	"Cog5"	72.44098
"COG6"	"Cog6"	72.21425
"COG7"	"Cog7"	72.30984
"COG8"	"Cog8"	73.52581
"COIL"	"Coil"	72.48037
"COL10A1"	"Col10a1"	76.247055
"COL11A1"	"Col11a1"	75.84001
"COL11A2"	"Col11a2"	73.60506
"COL12A1"	"Col12a1"	73.91638
"COL13A1"	"Col13a1"	73.08235
"COL14A1"	"Col14a1"	74.77899
"COL15A1"	"Col15a1"	74.88836
"COL16A1"	"Col16a1"	73.282135
"COL17A1"	"Col17a1"	74.947426
"COL18A1"	"Col18a1"	76.36723
"COL19A1"	"Col19a1"	74.70705
"COL1A1"	"Col1a1"	76.11855
"COL1A2"	"Col1a2"	72.68441
"COL20A1"	"Col20a1"	75.34877
"COL22A1"	"Col22a1"	73.50456
"COL23A1"	"Col23a1"	76.015915
"COL24A1"	"Col24a1"	75.24839
"COL25A1"	"Col25a1"	74.54105
"COL26A1"	"Col26a1"	75.68017
"COL27A1"	"Col27a1"	75.23319
"COL28A1"	"Col28a1"	75.89922
"COL2A1"	"Col2a1"	76.151695
"COL3A1"	"Col3a1"	74.37199
"COL4A1"	"Col4a1"	72.81154
"COL4A2"	"Col4a2"	73.66065
"COL4A3"	"Col4a3"	74.21709
"COL4A4"	"Col4a4"	74.49752
"COL4A5"	"Col4a5"	72.90103
"COL4A6"	"Col4a6"	73.48735
"COL5A1"	"Col5a1"	73.08235
"COL5A2"	"Col5a2"	75.02865
"COL5A3"	"Col5a3"	76.911674
"COL6A1"	"Col6a1"	72.9715
"COL6A2"	"Col6a2"	72.606804
"COL6A3"	"Col6a3"	72.68441
"COL6A5"	"Col6a5"	80.13497
"COL6A6"	"Col6a6"	76.702
"COL7A1"	"Col7a1"	74.62919
"COL8A1"	"Col8a1"	74.61654
"COL8A2"	"Col8a2"	73.566
"COL9A1"	"Col9a1"	75.03923
"COL9A2"	"Col9a2"	73.16546
"COL9A3"	"Col9a3"	73.17618
"COLEC10"	"Colec10"	73.548775
"COLEC11"	"Colec11"	72.23036
"COLEC12"	"Colec12"	73.20097
"COLGALT1"	"Colgalt1"	75.145935
"COLGALT2"	"Colgalt2"	74.158676
"COLQ"	"Colq"	72.304146
"COMMD1"	"Commd1"	72.181305
"COMMD10"	"Commd10"	72.75555
"COMMD2"	"Commd2"	73.603424
"COMMD3"	"Commd3"	73.64307
"COMMD4"	"Commd4"	72.95886
"COMMD5"	"Commd5"	74.52585
"COMMD6"	"Commd6"	73.00701
"COMMD7"	"Commd7"	73.4552
"COMMD8"	"Commd8"	72.52514
"COMMD9"	"Commd9"	72.927505
"COMP"	"Comp"	74.50333
"COMT"	"Comt"	74.454185
"COMTD1"	"Comtd1"	72.990715
"COP1"	"Cop1"	72.43952
"COPA"	"Copa"	71.00548
"COPB1"	"Copb1"	73.100555
"COPB2"	"Copb2"	71.82587
"COPE"	"Cope"	72.42468
"COPG1"	"Copg1"	74.61459
"COPG2"	"Copg2"	73.779434
"COPRS"	"Coprs"	75.525536
"COPS2"	"Cops2"	72.7069
"COPS3"	"Cops3"	71.84201
"COPS4"	"Cops4"	73.62133
"COPS5"	"Cops5"	73.06484
"COPS6"	"Cops6"	74.07656
"COPS7A"	"Cops7a"	73.30881
"COPS7B"	"Cops7b"	73.87593
"COPS8"	"Cops8"	72.3665
"COPS9"	"Cops9"	73.517044
"COPZ1"	"Copz1"	73.52979
"COPZ2"	"Copz2"	74.31315
"COQ10A"	"Coq10a"	73.7004
"COQ10B"	"Coq10b"	72.6545
"COQ2"	"Coq2"	71.63945
"COQ3"	"Coq3"	73.17618
"COQ4"	"Coq4"	71.92802
"COQ5"	"Coq5"	72.990715
"COQ6"	"Coq6"	71.78029
"COQ7"	"Coq7"	70.22481
"COQ8A"	"Coq8a"	74.76367
"COQ8B"	"Coq8b"	74.03594
"COQ9"	"Coq9"	72.55501
"CORIN"	"Corin"	72.85818
"CORO1A"	"Coro1a"	73.68131
"CORO1B"	"Coro1b"	72.83133
"CORO1C"	"Coro1c"	74.068375
"CORO2A"	"Coro2a"	75.004
"CORO2B"	"Coro2b"	75.002235
"CORO6"	"Coro6"	73.24541
"CORO7"	"Coro7"	80.27111
"CORT"	"Cort"	80.06309
"COTL1"	"Cotl1"	73.4661
"COX10"	"Cox10"	81.91105
"COX11"	"Cox11"	81.13786
"COX14"	"Cox14"	84.82963
"COX15"	"Cox15"	83.12162
"COX16"	"Cox16"	83.84299
"COX17"	"Cox17"	82.08841
"COX18"	"Cox18"	82.61395
"COX19"	"Cox19"	82.94733
"COX20"	"Cox20"	84.560814
"COX4I1"	"Cox4i1"	83.70676
"COX4I2"	"Cox4i2"	83.834656
"COX5A"	"Cox5a"	83.48663
"COX5B"	"Cox5b"	83.649666
"COX6A1"	"Cox6a1"	84.83111
"COX6A2"	"Cox6a2"	85.27056
"COX6B1"	"Cox6b1"	86.96997
"COX6B2"	"Cox6b2"	84.620026
"COX6C"	"Cox6c"	86.807
"COX7A1"	"Cox7a1"	87.27956
"COX7A2"	"Cox7a2"	83.48663
"COX7A2L"	"Cox7a2l"	82.38577
"COX7B"	"Cox7b"	87.9468
"COX7B2"	"Cox7b2"	89.99483
"COX7C"	"Cox7c"	83.89608
"COX8A"	"Cox8a"	85.743416
"COX8C"	"Cox8c"	92.19624
"CP"	"Cp"	70.81995
"CPA1"	"Cpa1"	75.8478
"CPA2"	"Cpa2"	75.76659
"CPA4"	"Cpa4"	77.00768
"CPA5"	"Cpa5"	77.558876
"CPB1"	"Cpb1"	72.260544
"CPB2"	"Cpb2"	71.407166
"CPE"	"Cpe"	71.766655
"CPEB1"	"Cpeb1"	75.57838
"CPEB2"	"Cpeb2"	73.41827
"CPEB3"	"Cpeb3"	72.090515
"CPEB4"	"Cpeb4"	74.49664
"CPED1"	"Cped1"	72.89275
"CPLANE1"	"Cplane1"	73.46892
"CPLANE2"	"Cplane2"	72.62659
"CPLX1"	"Cplx1"	75.31835
"CPLX2"	"Cplx2"	73.3598
"CPLX3"	"Cplx3"	75.77948
"CPLX4"	"Cplx4"	74.76487
"CPM"	"Cpm"	72.24248
"CPNE1"	"Cpne1"	74.90109
"CPNE2"	"Cpne2"	72.9715
"CPNE3"	"Cpne3"	72.68755
"CPNE4"	"Cpne4"	74.87499
"CPNE5"	"Cpne5"	77.53545
"CPNE6"	"Cpne6"	76.18849
"CPNE7"	"Cpne7"	74.02644
"CPNE8"	"Cpne8"	74.49742
"CPNE9"	"Cpne9"	72.98723
"CPOX"	"Cpox"	73.506935
"CPPED1"	"Cpped1"	73.078636
"CPQ"	"Cpq"	74.06985
"CPSF1"	"Cpsf1"	72.551414
"CPSF2"	"Cpsf2"	72.485985
"CPSF3"	"Cpsf3"	72.090515
"CPSF4"	"Cpsf4"	72.388916
"CPSF4L"	"Cpsf4l"	77.675995
"CPSF6"	"Cpsf6"	72.606804
"CPSF7"	"Cpsf7"	74.34709
"CPT1A"	"Cpt1a"	74.62919
"CPT1B"	"Cpt1b"	73.58218
"CPT1C"	"Cpt1c"	75.948814
"CPT2"	"Cpt2"	72.962456
"CPTP"	"Cptp"	74.6858
"CPVL"	"Cpvl"	73.353516
"CPXCR1"	"Cpxcr1"	82.09718
"CPXM1"	"Cpxm1"	78.81339
"CPXM2"	"Cpxm2"	73.94043
"CPZ"	"Cpz"	70.98034
"CR1L"	"Cr1l"	83.834656
"CR2"	"Cr2"	79.02465
"CRABP1"	"Crabp1"	73.97683
"CRABP2"	"Crabp2"	76.44484
"CRACR2A"	"Cracr2a"	75.28735
"CRACR2B"	"Cracr2b"	73.45529
"CRADD"	"Cradd"	74.131836
"CRAMP1"	"Cramp1"	72.21173
"CRAT"	"Crat"	73.94043
"CRB1"	"Crb1"	73.42933
"CRB2"	"Crb2"	74.861946
"CRB3"	"Crb3"	77.41556
"CRBN"	"Crbn"	72.49359
"CRCP"	"Crcp"	74.76846
"CRCT1"	"Crct1"	80.84134
"CREB1"	"Creb1"	74.18253
"CREB3L1"	"Creb3l1"	72.19911
"CREB3L2"	"Creb3l2"	73.345024
"CREB3L3"	"Creb3l3"	74.404915
"CREB3L4"	"Creb3l4"	75.55432
"CREB5"	"Creb5"	74.842255
"CREBBP"	"Crebbp"	77.143265
"CREBL2"	"Crebl2"	72.78713
"CREBRF"	"Crebrf"	72.609406
"CREBZF"	"Crebzf"	74.04769
"CREG1"	"Creg1"	73.82073
"CREG2"	"Creg2"	74.3258
"CRELD1"	"Creld1"	75.145935
"CRELD2"	"Creld2"	72.327446
"CREM"	"Crem"	74.158676
"CRH"	"Crh"	74.814896
"CRHBP"	"Crhbp"	74.43523
"CRHR1"	"Crhr1"	73.89981
"CRHR2"	"Crhr2"	75.21718
"CRIM1"	"Crim1"	72.718094
"CRIP2"	"Crip2"	73.780365
"CRIP3"	"Crip3"	75.95938
"CRIPT"	"Cript"	73.23678
"CRISP1"	"Crisp1"	77.424034
"CRISP2"	"Crisp2"	77.617096
"CRISP3"	"Crisp3"	84.08367
"CRISPLD1"	"Crispld1"	73.78303
"CRISPLD2"	"Crispld2"	72.390396
"CRK"	"Crk"	72.95886
"CRKL"	"Crkl"	73.345024
"CRLF1"	"Crlf1"	75.43102
"CRLF2"	"Crlf2"	77.84306
"CRLF3"	"Crlf3"	72.260544
"CRLS1"	"Crls1"	73.308716
"CRMP1"	"Crmp1"	72.42109
"CRNKL1"	"Crnkl1"	72.990715
"CRNN"	"Crnn"	79.37647
"CROCC"	"Crocc"	73.56727
"CROT"	"Crot"	73.03588
"CRTAC1"	"Crtac1"	75.98242
"CRTAM"	"Crtam"	74.14745
"CRTAP"	"Crtap"	74.750015
"CRTC1"	"Crtc1"	74.31796
"CRTC2"	"Crtc2"	75.28735
"CRTC3"	"Crtc3"	73.96462
"CRX"	"Crx"	75.65145
"CRY1"	"Cry1"	74.30347
"CRY2"	"Cry2"	72.331085
"CRYAA"	"Cryaa"	74.593925
"CRYAB"	"Cryab"	74.454094
"CRYBA1"	"Cryba1"	74.90837
"CRYBA2"	"Cryba2"	75.145935
"CRYBA4"	"Cryba4"	74.06386
"CRYBB1"	"Crybb1"	73.94338
"CRYBB2"	"Crybb2"	73.94043
"CRYBB3"	"Crybb3"	75.28735
"CRYBG1"	"Crybg1"	75.000404
"CRYBG2"	"Crybg2"	72.914925
"CRYBG3"	"Crybg3"	76.22902
"CRYGA"	"Cryga"	85.056725
"CRYGB"	"Crygb"	85.86089
"CRYGC"	"Crygc"	81.488075
"CRYGD"	"Crygd"	89.53034
"CRYGN"	"Crygn"	74.541145
"CRYGS"	"Crygs"	74.811295
"CRYL1"	"Cryl1"	73.16779
"CRYM"	"Crym"	72.05944
"CRYZ"	"Cryz"	73.29838
"CRYZL1"	"Cryzl1"	72.51859
"CS"	"Cs"	73.166336
"CSAD"	"Csad"	73.64258
"CSDC2"	"Csdc2"	74.90876
"CSDE1"	"Csde1"	72.82055
"CSE1L"	"Cse1l"	72.242386
"CSF1"	"Csf1"	74.67659
"CSF1R"	"Csf1r"	74.70589
"CSF2"	"Csf2"	79.282265
"CSF2RA"	"Csf2ra"	81.488075
"CSF2RB"	"Csf2rb"	74.615166
"CSF3"	"Csf3"	76.63117
"CSF3R"	"Csf3r"	73.021484
"CSGALNACT1"	"Csgalnact1"	74.145935
"CSGALNACT2"	"Csgalnact2"	73.13013
"CSK"	"Csk"	73.453285
"CSMD1"	"Csmd1"	73.90292
"CSMD2"	"Csmd2"	72.694595
"CSMD3"	"Csmd3"	75.184685
"CSN1S1"	"Csn1s1"	83.629135
"CSNK1A1"	"Csnk1a1"	73.166336
"CSNK1D"	"Csnk1d"	74.58506
"CSNK1E"	"Csnk1e"	76.462234
"CSNK1G1"	"Csnk1g1"	73.071014
"CSNK1G2"	"Csnk1g2"	75.763
"CSNK1G3"	"Csnk1g3"	75.5321
"CSNK2A2"	"Csnk2a2"	74.19999
"CSNK2B"	"Csnk2b"	72.85818
"CSPG4"	"Cspg4"	72.609406
"CSPG5"	"Cspg5"	75.137344
"CSPP1"	"Cspp1"	74.85806
"CSRNP1"	"Csrnp1"	74.673706
"CSRNP2"	"Csrnp2"	73.719864
"CSRNP3"	"Csrnp3"	72.397995
"CSRP1"	"Csrp1"	74.981544
"CSRP2"	"Csrp2"	72.654724
"CSRP3"	"Csrp3"	73.00701
"CST11"	"Cst11"	80.27226
"CST3"	"Cst3"	78.60253
"CST7"	"Cst7"	73.96462
"CST8"	"Cst8"	79.90241
"CST9"	"Cst9"	89.229385
"CSTB"	"Cstb"	77.00768
"CSTF1"	"Cstf1"	72.91727
"CSTF2"	"Cstf2"	72.39251
"CSTF2T"	"Cstf2t"	78.36167
"CSTF3"	"Cstf3"	72.388916
"CSTL1"	"Cstl1"	78.98779
"CT55"	"Ct55"	84.00606
"CTAG2"	"Ctag2"	90.49148
"CTBP1"	"Ctbp1"	72.35689
"CTBP2"	"Ctbp2"	75.52407
"CTBS"	"Ctbs"	72.6545
"CTC1"	"Ctc1"	73.52581
"CTCF"	"Ctcf"	73.411095
"CTCFL"	"Ctcfl"	76.267555
"CTDNEP1"	"Ctdnep1"	75.76659
"CTDP1"	"Ctdp1"	72.76144
"CTDSP1"	"Ctdsp1"	74.969475
"CTDSP2"	"Ctdsp2"	74.6858
"CTDSPL"	"Ctdspl"	74.827545
"CTDSPL2"	"Ctdspl2"	74.3258
"CTF1"	"Ctf1"	78.44102
"CTHRC1"	"Cthrc1"	73.44255
"CTIF"	"Ctif"	72.863
"CTLA4"	"Ctla4"	75.68392
"CTNNA1"	"Ctnna1"	71.16741
"CTNNA2"	"Ctnna2"	71.12972
"CTNNA3"	"Ctnna3"	74.88836
"CTNNAL1"	"Ctnnal1"	73.071014
"CTNNB1"	"Ctnnb1"	72.24595
"CTNNBIP1"	"Ctnnbip1"	72.823784
"CTNNBL1"	"Ctnnbl1"	73.30881
"CTNND1"	"Ctnnd1"	72.888084
"CTNND2"	"Ctnnd2"	74.921326
"CTNS"	"Ctns"	73.24145
"CTPS2"	"Ctps2"	75.43102
"CTR9"	"Ctr9"	73.00093
"CTRB1"	"Ctrb1"	86.05952
"CTRC"	"Ctrc"	77.84306
"CTRL"	"Ctrl"	74.994194
"CTSA"	"Ctsa"	73.100555
"CTSB"	"Ctsb"	74.63465
"CTSC"	"Ctsc"	72.42954
"CTSD"	"Ctsd"	72.82019
"CTSE"	"Ctse"	75.23319
"CTSF"	"Ctsf"	75.04139
"CTSG"	"Ctsg"	84.20158
"CTSH"	"Ctsh"	72.76236
"CTSK"	"Ctsk"	72.95025
"CTSL"	"Ctsl"	77.143265
"CTSS"	"Ctss"	75.7927
"CTSW"	"Ctsw"	78.22554
"CTSZ"	"Ctsz"	72.78598
"CTTN"	"Cttn"	73.3598
"CTTNBP2"	"Cttnbp2"	72.43391
"CTTNBP2NL"	"Cttnbp2nl"	74.90109
"CTU1"	"Ctu1"	75.06686
"CTU2"	"Ctu2"	73.31907
"CTXN1"	"Ctxn1"	73.83663
"CTXN3"	"Ctxn3"	75.167175
"CUBN"	"Cubn"	71.35262
"CUEDC1"	"Cuedc1"	75.12557
"CUEDC2"	"Cuedc2"	73.55463
"CUL1"	"Cul1"	73.32266
"CUL2"	"Cul2"	72.68441
"CUL3"	"Cul3"	73.797386
"CUL4A"	"Cul4a"	73.56727
"CUL4B"	"Cul4b"	72.18269
"CUL5"	"Cul5"	73.5297
"CUL7"	"Cul7"	78.089386
"CUL9"	"Cul9"	76.54803
"CUTA"	"Cuta"	72.82064
"CUTC"	"Cutc"	70.26955
"CUX1"	"Cux1"	74.49664
"CUX2"	"Cux2"	75.44226
"CUZD1"	"Cuzd1"	78.14646
"CWC15"	"Cwc15"	71.91283
"CWC22"	"Cwc22"	72.26509
"CWC25"	"Cwc25"	72.11018
"CWC27"	"Cwc27"	73.213486
"CWF19L1"	"Cwf19l1"	71.937096
"CWF19L2"	"Cwf19l2"	73.10415
"CWH43"	"Cwh43"	75.630196
"CX3CL1"	"Cx3cl1"	76.42742
"CX3CR1"	"Cx3cr1"	75.75307
"CXADR"	"Cxadr"	73.177574
"CXCL1"	"Cxcl1"	88.62905
"CXCL10"	"Cxcl10"	79.188896
"CXCL11"	"Cxcl11"	77.69976
"CXCL11"	"Cxcl11"	77.688644
"CXCL12"	"Cxcl12"	74.99072
"CXCL13"	"Cxcl13"	76.2485
"CXCL14"	"Cxcl14"	73.117485
"CXCL16"	"Cxcl16"	78.55217
"CXCL17"	"Cxcl17"	78.270706
"CXCL2"	"Cxcl2"	92.91921
"CXCL3"	"Cxcl3"	91.54571
"CXCL5"	"Cxcl5"	87.60103
"CXCL9"	"Cxcl9"	78.74403
"CXCR1"	"Cxcr1"	80.982956
"CXCR2"	"Cxcr2"	78.44093
"CXCR3"	"Cxcr3"	77.62394
"CXCR4"	"Cxcr4"	73.91566
"CXCR5"	"Cxcr5"	74.18253
"CXCR6"	"Cxcr6"	76.20973
"CXXC1"	"Cxxc1"	77.892685
"CXXC4"	"Cxxc4"	73.89981
"CXXC5"	"Cxxc5"	75.136536
"CYB561"	"Cyb561"	84.0287
"CYB561A3"	"Cyb561a3"	85.27056
"CYB561D1"	"Cyb561d1"	84.280655
"CYB561D2"	"Cyb561d2"	82.4628
"CYB5A"	"Cyb5a"	84.02861
"CYB5B"	"Cyb5b"	82.315056
"CYB5D1"	"Cyb5d1"	83.148994
"CYB5D2"	"Cyb5d2"	85.076515
"CYB5R1"	"Cyb5r1"	86.03827
"CYB5R2"	"Cyb5r2"	84.280655
"CYB5R3"	"Cyb5r3"	83.17944
"CYB5R4"	"Cyb5r4"	82.521996
"CYBA"	"Cyba"	83.62768
"CYBB"	"Cybb"	78.4695
"CYBC1"	"Cybc1"	83.350494
"CYBRD1"	"Cybrd1"	83.100365
"CYC1"	"Cyc1"	81.084366
"CYCS"	"Cycs"	88.07934
"CYFIP1"	"Cyfip1"	73.60515
"CYFIP2"	"Cyfip2"	72.654724
"CYGB"	"Cygb"	74.49742
"CYHR1"	"Cyhr1"	74.241745
"CYLC1"	"Cylc1"	80.575714
"CYLC2"	"Cylc2"	79.847885
"CYLD"	"Cyld"	75.167175
"CYP11A1"	"Cyp11a1"	83.08978
"CYP11B1"	"Cyp11b1"	87.86559
"CYP11B2"	"Cyp11b2"	89.449135
"CYP17A1"	"Cyp17a1"	81.950195
"CYP19A1"	"Cyp19a1"	82.673164
"CYP1A1"	"Cyp1a1"	85.076515
"CYP1A2"	"Cyp1a2"	84.22283
"CYP1B1"	"Cyp1b1"	82.53694
"CYP20A1"	"Cyp20a1"	82.85026
"CYP24A1"	"Cyp24a1"	83.66232
"CYP26A1"	"Cyp26a1"	82.22982
"CYP26B1"	"Cyp26b1"	83.354095
"CYP26C1"	"Cyp26c1"	82.98648
"CYP27A1"	"Cyp27a1"	82.37427
"CYP27B1"	"Cyp27b1"	81.67855
"CYP2E1"	"Cyp2e1"	82.695305
"CYP2R1"	"Cyp2r1"	81.68214
"CYP2S1"	"Cyp2s1"	85.48999
"CYP2U1"	"Cyp2u1"	83.315575
"CYP2W1"	"Cyp2w1"	86.05952
"CYP39A1"	"Cyp39a1"	84.219894
"CYP46A1"	"Cyp46a1"	85.7435
"CYP4B1"	"Cyp4b1"	87.864136
"CYP4X1"	"Cyp4x1"	87.412094
"CYP7A1"	"Cyp7a1"	81.894455
"CYP7B1"	"Cyp7b1"	83.17944
"CYP8B1"	"Cyp8b1"	82.38936
"CYREN"	"Cyren"	75.96885
"CYS1"	"Cys1"	79.54784
"CYSLTR1"	"Cysltr1"	72.573296
"CYSLTR2"	"Cysltr2"	75.525536
"CYSRT1"	"Cysrt1"	77.556114
"CYSTM1"	"Cystm1"	77.0606
"CYTH1"	"Cyth1"	75.28216
"CYTH2"	"Cyth2"	75.36807
"CYTH3"	"Cyth3"	74.44884
"CYTH4"	"Cyth4"	74.94258
"CYTIP"	"Cytip"	75.076096
"CYTL1"	"Cytl1"	74.11754
"CYYR1"	"Cyyr1"	73.54517
"CZIB"	"Czib"	70.980286
"D2HGDH"	"D2hgdh"	72.78598
"DAAM1"	"Daam1"	74.32922
"DAAM2"	"Daam2"	72.55723
"DAB1"	"Dab1"	74.2026
"DAB2"	"Dab2"	73.24145
"DAB2IP"	"Dab2ip"	76.68901
"DACH1"	"Dach1"	74.894775
"DACH2"	"Dach2"	75.116104
"DACT1"	"Dact1"	72.397896
"DACT2"	"Dact2"	73.34512
"DACT3"	"Dact3"	77.01971
"DAD1"	"Dad1"	71.88299
"DAG1"	"Dag1"	73.66485
"DAGLA"	"Dagla"	72.50534
"DAGLB"	"Daglb"	72.82064
"DALRD3"	"Dalrd3"	73.126396
"DAND5"	"Dand5"	75.68696
"DAPK1"	"Dapk1"	73.308716
"DAPK2"	"Dapk2"	74.37122
"DAPK3"	"Dapk3"	72.46125
"DAPL1"	"Dapl1"	75.088745
"DAPP1"	"Dapp1"	73.98131
"DARS"	"Dars"	93.88886
"DARS2"	"Dars2"	72.84484
"DAW1"	"Daw1"	73.06004
"DAXX"	"Daxx"	73.5645
"DAZAP1"	"Dazap1"	71.37514
"DAZAP2"	"Dazap2"	73.45529
"DAZL"	"Dazl"	73.45529
"DBF4"	"Dbf4"	73.77742
"DBH"	"Dbh"	72.41681
"DBN1"	"Dbn1"	73.99557
"DBNDD1"	"Dbndd1"	73.52979
"DBNDD2"	"Dbndd2"	75.73302
"DBNL"	"Dbnl"	74.99072
"DBR1"	"Dbr1"	72.48592
"DBT"	"Dbt"	71.83678
"DBX2"	"Dbx2"	73.99688
"DCAF1"	"Dcaf1"	73.02294
"DCAF10"	"Dcaf10"	74.595375
"DCAF11"	"Dcaf11"	73.91566
"DCAF12"	"Dcaf12"	73.49234
"DCAF12L1"	"Dcaf12l1"	87.943214
"DCAF12L2"	"Dcaf12l2"	86.11734
"DCAF13"	"Dcaf13"	72.260544
"DCAF15"	"Dcaf15"	74.23215
"DCAF17"	"Dcaf17"	72.42945
"DCAF4"	"Dcaf4"	75.34877
"DCAF5"	"Dcaf5"	72.92391
"DCAF6"	"Dcaf6"	72.9715
"DCAF7"	"Dcaf7"	73.64307
"DCAF8"	"Dcaf8"	73.78182
"DCAKD"	"Dcakd"	72.914925
"DCBLD1"	"Dcbld1"	74.14745
"DCBLD2"	"Dcbld2"	72.43391
"DCC"	"Dcc"	74.80913
"DCDC2B"	"Dcdc2b"	74.04769
"DCHS1"	"Dchs1"	73.78182
"DCHS2"	"Dchs2"	73.62592
"DCK"	"Dck"	72.29691
"DCLK1"	"Dclk1"	73.903404
"DCLK2"	"Dclk2"	74.14087
"DCLK3"	"Dclk3"	72.694595
"DCLRE1A"	"Dclre1a"	72.72793
"DCLRE1B"	"Dclre1b"	73.26123
"DCLRE1C"	"Dclre1c"	72.61758
"DCN"	"Dcn"	73.26123
"DCP1A"	"Dcp1a"	72.718094
"DCP1B"	"Dcp1b"	73.25996
"DCP2"	"Dcp2"	71.74754
"DCPS"	"Dcps"	73.91566
"DCST1"	"Dcst1"	74.49752
"DCST2"	"Dcst2"	74.197296
"DCSTAMP"	"Dcstamp"	74.41104
"DCT"	"Dct"	73.02529
"DCTD"	"Dctd"	72.46076
"DCTN1"	"Dctn1"	74.861946
"DCTN2"	"Dctn2"	73.166336
"DCTN3"	"Dctn3"	73.20097
"DCTN4"	"Dctn4"	73.39356
"DCTN5"	"Dctn5"	73.38154
"DCTN6"	"Dctn6"	72.76236
"DCTPP1"	"Dctpp1"	74.45836
"DCUN1D1"	"Dcun1d1"	72.990715
"DCUN1D2"	"Dcun1d2"	75.14953
"DCUN1D3"	"Dcun1d3"	71.4216
"DCUN1D4"	"Dcun1d4"	72.3665
"DCUN1D5"	"Dcun1d5"	73.5645
"DCX"	"Dcx"	74.105515
"DCXR"	"Dcxr"	73.62592
"DDA1"	"Dda1"	72.390396
"DDAH1"	"Ddah1"	73.13013
"DDAH2"	"Ddah2"	75.05215
"DDB1"	"Ddb1"	71.11086
"DDB2"	"Ddb2"	72.75381
"DDC"	"Ddc"	72.07919
"DDHD1"	"Ddhd1"	75.002235
"DDHD2"	"Ddhd2"	73.719864
"DDI1"	"Ddi1"	76.6926
"DDI2"	"Ddi2"	75.763
"DDIAS"	"Ddias"	73.50456
"DDIT3"	"Ddit3"	74.058334
"DDIT3"	"Ddit3"	74.02329
"DDIT4"	"Ddit4"	72.61758
"DDIT4L"	"Ddit4l"	74.90109
"DDN"	"Ddn"	77.35414
"DDO"	"Ddo"	73.13013
"DDOST"	"Ddost"	73.20097
"DDR1"	"Ddr1"	72.718094
"DDR2"	"Ddr2"	72.95886
"DDRGK1"	"Ddrgk1"	73.7194
"DDT"	"Ddt"	76.46225
"DDX1"	"Ddx1"	73.100555
"DDX10"	"Ddx10"	73.43323
"DDX11"	"Ddx11"	73.09496
"DDX17"	"Ddx17"	73.82389
"DDX18"	"Ddx18"	72.694595
"DDX19A"	"Ddx19a"	79.05338
"DDX19B"	"Ddx19b"	81.20936
"DDX20"	"Ddx20"	72.46593
"DDX21"	"Ddx21"	74.54591
"DDX23"	"Ddx23"	73.078636
"DDX24"	"Ddx24"	72.53996
"DDX25"	"Ddx25"	75.298386
"DDX27"	"Ddx27"	72.2915
"DDX28"	"Ddx28"	73.49234
"DDX31"	"Ddx31"	72.018295
"DDX39A"	"Ddx39a"	76.938095
"DDX39B"	"Ddx39b"	75.47298
"DDX3X"	"Ddx3x"	75.875374
"DDX3Y"	"Ddx3y"	93.81185
"DDX4"	"Ddx4"	72.95633
"DDX41"	"Ddx41"	71.32222
"DDX42"	"Ddx42"	72.21408
"DDX43"	"Ddx43"	73.51053
"DDX46"	"Ddx46"	72.88915
"DDX47"	"Ddx47"	72.990715
"DDX49"	"Ddx49"	72.69412
"DDX5"	"Ddx5"	72.751945
"DDX50"	"Ddx50"	79.14243
"DDX51"	"Ddx51"	71.6607
"DDX52"	"Ddx52"	72.55051
"DDX54"	"Ddx54"	72.47381
"DDX55"	"Ddx55"	72.718094
"DDX56"	"Ddx56"	73.54471
"DDX58"	"Ddx58"	75.18477
"DDX59"	"Ddx59"	72.62215
"DDX6"	"Ddx6"	72.88915
"DDX60"	"Ddx60"	79.38337
"DEAF1"	"Deaf1"	73.322426
"DECR1"	"Decr1"	73.187584
"DECR2"	"Decr2"	73.38154
"DEDD"	"Dedd"	71.43885
"DEDD2"	"Dedd2"	77.14391
"DEF8"	"Def8"	73.38154
"DEFA4"	"Defa4"	89.93341
"DEFA5"	"Defa5"	90.62762
"DEFA6"	"Defa6"	89.09685
"DEFB1"	"Defb1"	79.069
"DEGS1"	"Degs1"	71.98725
"DEGS2"	"Degs2"	73.20889
"DEK"	"Dek"	71.62411
"DELE1"	"Dele1"	73.38164
"DENND1A"	"Dennd1a"	73.4552
"DENND1B"	"Dennd1b"	72.3665
"DENND1C"	"Dennd1c"	75.37181
"DENND2A"	"Dennd2a"	74.72462
"DENND2C"	"Dennd2c"	72.78149
"DENND2D"	"Dennd2d"	74.541145
"DENND3"	"Dennd3"	74.3273
"DENND4A"	"Dennd4a"	72.62215
"DENND4B"	"Dennd4b"	74.77007
"DENND4C"	"Dennd4c"	72.95886
"DENND5A"	"Dennd5a"	71.91283
"DENND5B"	"Dennd5b"	73.20451
"DENND6A"	"Dennd6a"	74.95261
"DENND6B"	"Dennd6b"	72.65482
