phenotype	description	h2_liability	h2_liability_se	h2_observed	h2_observed_se	h2_z	h2_p	h2_sig	confidence	notes	intercept	intercept_se	intercept_z	intercept_p	lambdaGC	mean_chi2	ratio	ratio_se	n	Neff	variable_type	isBinary	n_cases	n_controls	prevalence	source	sex	isNotPrimary	isBadPower	isLowNeff	isMidNeff	isExtremeSE	isHighSE	isSexBias	isBadOrdinal	isNumericOrdinal
20002_1476	"Non-cancer illness code, self-reported: sciatica"	0.0175863	0.029899445	0.001205491	0.002049523	0.588181511	0.278205233	NA	low	isLowNeff;	1.00793514	0.008770071	0.904797646	0.1827863	1.02775937	1.023344249	0.339918407	0.375684452	361141	13471.96	binary	TRUE	3400	357741	0.009414605	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1477	"Non-cancer illness code, self-reported: psoriatic arthropathy"	0.222884481	0.115127507	0.004436398	0.002291552	1.935979395	0.026435112	NA	none	isBadPower;	0.99568856	0.008458303	-0.509728726	0.694879237	1.016427348	1.011348293	-0.379919713	0.745337066	361141	2842.39	binary	TRUE	712	360429	0.001971529	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1478	"Non-cancer illness code, self-reported: cervical spondylosis"	0.06578666	0.035916402	0.00357423	0.00195136	1.831660611	0.033501	NA	low	isLowNeff;	0.991437644	0.008105128	-1.056412131	0.854610017	1.018491204	1.019902456	-0.430216041	0.407242618	361141	9970.22	binary	TRUE	2510	358631	0.006950194	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1479	"Non-cancer illness code, self-reported: rheumatic fever"	0.00676939	0.072118692	0.000186288	0.001984642	0.093864568	0.46260837	NA	none	isBadPower;	1.005990927	0.008259447	0.725342423	0.234120993	1.012395421	1.012169821	0.492277328	0.678682664	361141	4231.53	binary	TRUE	1061	360080	0.002937911	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1482	"Non-cancer illness code, self-reported: chronic fatigue syndrome"	0.087877035	0.04968498	0.003454638	0.001953225	1.768684116	0.038473302	NA	low	isLowNeff;	1.002934322	0.008116289	0.361534904	0.358849809	1.025986478	1.027606849	0.106289625	0.293995474	361141	6605.52	binary	TRUE	1659	359482	0.004593774	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1485	"Non-cancer illness code, self-reported: irregular heart beat"	-0.09543858	0.129546795	-0.00157094	0.002132369	-0.736711241	0.769351015	NA	none	isBadPower;	1.005111627	0.009187939	0.556341034	0.28898887	1.001979593	1.004996199	1.023103316	1.838985897	361141	2256.46	binary	TRUE	565	360576	0.001564486	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1487	"Non-cancer illness code, self-reported: svt / supraventricular tachycardia"	-0.424622961	0.300279803	-0.002789924	0.001972945	-1.414090977	0.921332404	NA	none	isBadPower;	1.015730313	0.008111669	1.939220363	0.026237256	1.0079249	1.005713302	2.75327871	1.419786406	361141	755.6	binary	TRUE	189	360952	0.000523341	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1491	"Non-cancer illness code, self-reported: brain haemorrhage"	0.226470042	0.510261408	0.000936009	0.00210893	0.443831413	0.328582237	NA	none	isBadPower;	0.997478472	0.009074819	-0.277859816	0.609440014	0.998806075	0.999216868	NA	NA	361141	439.87	binary	TRUE	110	361031	0.00030459	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1494	"Non-cancer illness code, self-reported: varicose veins"	0.102613205	0.071481189	0.003321619	0.002313866	1.43552739	0.075568435	NA	low	isLowNeff;	1.011598346	0.008835958	1.312630246	0.094653786	1.03311737	1.033709687	0.344065669	0.26211926	361141	5177.31	binary	TRUE	1299	359842	0.003596933	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1495	"Non-cancer illness code, self-reported: lymphoedema"	-0.154478903	0.32307757	-0.000973673	0.002036343	-0.478148028	0.683727575	NA	none	isBadPower;isSexBias;	1.003795144	0.007944566	0.477703159	0.316430748	1.004652805	0.998107556	NA	NA	361141	719.64	binary	TRUE	180	360961	0.00049842	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
20002_1497	"Non-cancer illness code, self-reported: pneumothorax"	0.309363325	0.368347313	0.001735161	0.002065991	0.839868553	0.200491046	NA	none	isBadPower;	0.988535421	0.008595013	-1.33386407	0.908875796	1.011351414	1.004189861	-2.736267221	2.051383856	361141	627.73	binary	TRUE	157	360984	0.000434733	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1499	"Non-cancer illness code, self-reported: labyrinthitis"	-0.274003136	0.335382585	-0.001792187	0.002193655	-0.816986773	0.793032007	NA	none	isBadPower;	1.007307652	0.008851148	0.825616297	0.204510894	1.003583093	1.002563782	2.850341241	3.452380062	361141	751.61	binary	TRUE	188	360953	0.000520572	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1500	"Non-cancer illness code, self-reported: vertigo"	0.166251302	0.149777803	0.002186692	0.001970017	1.109986255	0.133502475	NA	none	isBadPower;	1.001541299	0.007967094	0.193458126	0.423300098	1.016546934	1.011069924	0.139233033	0.719706306	361141	1721.94	binary	TRUE	431	360710	0.00119344	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1501	"Non-cancer illness code, self-reported: pyloric stenosis"	0.102610481	0.513930151	0.000407425	0.002040608	0.199658418	0.420873868	NA	none	isBadPower;	0.999518909	0.008447839	-0.056948413	0.522706855	1.009324599	1.005922107	-0.081236462	1.426492121	361141	419.88	binary	TRUE	105	361036	0.000290745	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1502	"Non-cancer illness code, self-reported: appendicitis"	0.023257523	0.03231505	0.001470625	0.002043352	0.719711809	0.235851227	NA	low	isLowNeff;	1.014983664	0.008550968	1.75227691	0.039863102	1.023225022	1.023689224	0.63250971	0.360964472	361141	12128.42	binary	TRUE	3058	358083	0.008467607	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1504	"Non-cancer illness code, self-reported: anal fissure"	0.180066382	0.295627748	0.00117777	0.001933629	0.609098378	0.271229616	NA	none	isBadPower;	1.003317531	0.008059751	0.41161707	0.340310059	1.006288187	1.006129769	0.541216338	1.314853968	361141	751.61	binary	TRUE	188	360953	0.000520572	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1505	"Non-cancer illness code, self-reported: haemorrhoids / piles"	0.160929536	0.085902075	0.004081591	0.002178699	1.87340686	0.030506112	NA	none	isBadPower;	0.991364619	0.008847929	-0.9759777	0.835462242	1.011530349	1.012772025	-0.676116877	0.69275853	361141	3825.81	binary	TRUE	959	360182	0.002655473	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1508	"Non-cancer illness code, self-reported: jaundice (unknown cause)"	0.18939894	0.23145514	0.00181907	0.002222996	0.818296538	0.206593941	NA	none	isBadPower;	0.998311457	0.00920954	-0.183347151	0.57273718	1.009384182	1.003208923	-0.526202425	2.869978741	361141	1183.03	binary	TRUE	296	360845	0.000819624	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1509	"Non-cancer illness code, self-reported: gastroenteritis/dysentry"	0.280941372	0.532994392	0.001106336	0.00209891	0.527100052	0.299062055	NA	none	isBadPower;	0.998116176	0.008928246	-0.210995971	0.583554792	1.005395996	1.000272617	-6.910149415	32.75014872	361141	415.88	binary	TRUE	104	361037	0.000287976	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1510	"Non-cancer illness code, self-reported: dyspepsia / indigestion"	-0.047619651	0.16323805	-0.000655202	0.002246004	-0.29171906	0.614749282	NA	none	isBadPower;	1.003830373	0.009247671	0.41419872	0.339364289	0.995696769	0.996858436	NA	NA	361141	1817.71	binary	TRUE	455	360686	0.001259896	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1511	"Non-cancer illness code, self-reported: abdominal hernia"	0.182735644	0.252314657	0.001439286	0.001987313	0.724237134	0.234460082	NA	none	isBadPower;	0.990891015	0.008430563	-1.080471685	0.860033906	1.009771516	0.995982639	NA	NA	361141	935.39	binary	TRUE	234	360907	0.000647946	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1512	"Non-cancer illness code, self-reported: umbilical hernia"	0.210648252	0.199633031	0.002205376	0.002090053	1.055177345	0.145672112	NA	none	isBadPower;	0.992347933	0.008735656	-0.875957972	0.809473559	1.006645175	1.007885264	-0.97042621	1.107845628	361141	1310.81	binary	TRUE	328	360813	0.000908233	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1513	"Non-cancer illness code, self-reported: inguinal hernia"	0.05305987	0.058550371	0.001922944	0.002121925	0.906226014	0.182408118	NA	low	isLowNeff;isSexBias;	1.00457206	0.008644748	0.528883028	0.298443298	1.011918094	1.0185934	0.245896958	0.464936376	361141	5963.18	binary	TRUE	1497	359644	0.004145195	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
20002_1514	"Non-cancer illness code, self-reported: cystitis"	-0.263170225	0.200223586	-0.002549133	0.001939416	-1.314381737	0.905641113	NA	none	isBadPower;isSexBias;	1.021886754	0.008645987	2.531434945	0.005679844	1.017384238	1.008840079	2.475854986	0.978044089	361141	1195.01	binary	TRUE	299	360842	0.000827931	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
20002_1523	"Non-cancer illness code, self-reported: trigemminal neuralgia"	-0.056289557	0.360295557	-0.000315718	0.002020831	-0.156231616	0.562074772	NA	none	isBadPower;	1.005550788	0.0078649	0.705767162	0.240166473	0.999428518	1.003838109	1.446229953	2.049160162	361141	627.73	binary	TRUE	157	360984	0.000434733	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1525	"Non-cancer illness code, self-reported: benign / essential tremor"	-0.772639661	0.511120252	-0.00319335	0.00211248	-1.511659257	0.934689716	NA	none	isBadPower;	1.016780541	0.009329225	1.798706952	0.036032524	1.0086693	1.003578046	4.689861855	2.607351826	361141	439.87	binary	TRUE	110	361031	0.00030459	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1526	"Non-cancer illness code, self-reported: polio / poliomyelitis"	0.543302133	0.248315467	0.004617039	0.002110211	2.187951232	0.014336577	NA	none	isBadPower;	0.987632946	0.008829742	-1.400613209	0.919335116	1.009086284	1.009721546	-1.272128371	0.908265296	361141	1023.27	binary	TRUE	256	360885	0.000708864	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1528	"Non-cancer illness code, self-reported: macular degeneration"	-0.026475971	0.287105457	-0.000191791	0.002079785	-0.092216886	0.536737139	NA	none	isBadPower;	1.006857726	0.00828096	0.828131784	0.203797936	0.993833512	1.000959868	7.144448419	8.627187797	361141	847.5	binary	TRUE	212	360929	0.000587028	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1529	"Non-cancer illness code, self-reported: dry eyes"	-0.0389437	0.114018788	-0.000593782	0.001738467	-0.341555116	0.63365714	NA	none	isBadPower;isSexBias;	1.00194371	0.007499321	0.259184754	0.397746347	1.010576215	1.002618132	0.742403191	2.864378326	361141	2057.06	binary	TRUE	515	360626	0.001426036	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
20002_1530	"Non-cancer illness code, self-reported: iritis"	-0.702151411	0.345095739	-0.003895305	0.001914477	-2.034656852	0.979057294	NA	none	isBadPower;	1.016768153	0.008274299	2.026534534	0.021355019	1.008282177	1.006169062	2.71810432	1.34125734	361141	619.73	binary	TRUE	155	360986	0.000429195	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1532	"Non-cancer illness code, self-reported: disc problem"	-0.015703139	0.196132447	-0.000164824	0.002058654	-0.080063953	0.531906804	NA	none	isBadPower;	1.002420085	0.007981296	0.303219538	0.38086128	1.014126674	1.010766283	0.224783704	0.741323282	361141	1314.8	binary	TRUE	329	360812	0.000911002	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1533	"Non-cancer illness code, self-reported: disc degeneration"	-0.052198829	0.107813205	-0.00098488	0.002034204	-0.484159887	0.685863799	NA	none	isBadPower;	1.014736028	0.008335998	1.767758028	0.038550682	1.024815406	1.008040837	1.832648521	1.036707792	361141	2663.07	binary	TRUE	667	360474	0.001846924	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1534	"Non-cancer illness code, self-reported: back pain"	-0.012652534	0.050368793	-0.000561869	0.002236758	-0.251197883	0.599169439	NA	low	isLowNeff;	1.004096217	0.008914586	0.459496051	0.322938994	0.990230261	0.999226487	NA	NA	361141	7706.44	binary	TRUE	1937	359204	0.005363556	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1535	"Non-cancer illness code, self-reported: scoliosis"	0.315524654	0.256768875	0.002601488	0.002117049	1.2288275	0.109568244	NA	none	isBadPower;isSexBias;	0.992041268	0.009226308	-0.862612841	0.805824816	1.008371507	1.003396462	-2.343242199	2.716447158	361141	987.32	binary	TRUE	247	360894	0.000683943	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
20002_1536	"Non-cancer illness code, self-reported: spinal stenosis"	-0.56333247	0.524902142	-0.002328275	0.002169441	-1.073214271	0.858412505	NA	none	isBadPower;	1.015790921	0.008809776	1.792431601	0.036531928	1.017115067	1.012807255	1.232966889	0.687873885	361141	439.87	binary	TRUE	110	361031	0.00030459	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1537	"Non-cancer illness code, self-reported: joint pain"	0.017402838	0.061728796	0.000531889	0.001886637	0.281924141	0.389000839	NA	low	isLowNeff;	0.995176468	0.008087165	-0.596442853	0.72456029	0.993419691	0.99495035	NA	NA	361141	4819.81	binary	TRUE	1209	359932	0.003347723	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1538	"Non-cancer illness code, self-reported: arthritis (nos)"	0.075997733	0.030568056	0.004475802	0.001800272	2.4861814	0.006456106	NA	low	isLowNeff;	1.002228638	0.008066959	0.27626738	0.391171354	1.023825022	1.023261526	0.095807888	0.346794064	361141	11061.97	binary	TRUE	2787	358354	0.007717207	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1540	"Non-cancer illness code, self-reported: plantar fascitis"	0.709873083	0.396083185	0.003741641	0.002087699	1.792232312	0.03654788	NA	none	isBadPower;	0.98434982	0.008204216	-1.907577859	0.9717771	1.007389102	1.003651014	-4.286529308	2.247105819	361141	583.76	binary	TRUE	146	360995	0.000404274	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1541	"Non-cancer illness code, self-reported: carpal tunnel syndrome"	0.031143806	0.113901245	0.000542355	0.001983538	0.273428149	0.392262059	NA	none	isBadPower;	1.011660749	0.008330461	1.399772375	0.080790746	1.022835116	1.017497373	0.666428581	0.476097823	361141	2415.95	binary	TRUE	605	360536	0.001675246	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1542	"Non-cancer illness code, self-reported: fibromyalgia"	0.01118759	0.123430292	0.000175495	0.001936199	0.090638934	0.463889747	NA	none	isBadPower;isSexBias;	1.018636561	0.007437611	2.505718633	0.006110141	1.022115486	1.013224633	1.4092309	0.562405883	361141	2128.85	binary	TRUE	533	360608	0.001475878	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
20002_1544	"Non-cancer illness code, self-reported: dupuytren's contracture"	-0.145655953	0.262745894	-0.001274437	0.002298932	-0.554360531	0.710333934	NA	none	isBadPower;	1.019403643	0.008814117	2.201427937	0.013852872	1.01681603	1.01557838	1.245549523	0.56579164	361141	1059.22	binary	TRUE	265	360876	0.000733785	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1545	"Non-cancer illness code, self-reported: neck problem/injury"	0.13958307	0.219316454	0.001420116	0.002231323	0.636445955	0.262242898	NA	none	isBadPower;	0.993926899	0.008724766	-0.696076072	0.756809405	1.006079974	1.000680189	-8.9285522	12.82697762	361141	1266.89	binary	TRUE	317	360824	0.000877774	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1548	"Non-cancer illness code, self-reported: acne/acne vulgaris"	0.736836896	0.62761002	0.005273445	0.004491722	1.174036221	0.120190259	NA	none	isBadPower;	0.979217395	0.016089512	-1.291686457	0.901767125	1.009801314	1.007753272	-2.680494593	2.075189826	361141	835.52	binary	TRUE	209	360932	0.000578721	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1549	"Non-cancer illness code, self-reported: lichen planus"	-0.280049101	0.336122907	-0.00155362	0.001864699	-0.833174697	0.797626895	NA	none	isBadPower;	1.011064137	0.008703009	1.271300243	0.101810928	1.006585672	1.000861528	12.84245357	10.10182578	361141	619.73	binary	TRUE	155	360986	0.000429195	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1550	"Non-cancer illness code, self-reported: lichen sclerosis"	0.511400803	0.457043053	0.002326891	0.002079561	1.118933544	0.131584246	NA	none	isBadPower;isSexBias;	0.988620394	0.008679165	-1.311140651	0.905094875	1.009116071	0.997895729	NA	NA	361141	491.83	binary	TRUE	123	361018	0.000340587	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
20002_1561	"Non-cancer illness code, self-reported: raynaud's phenomenon/disease"	0.327298733	0.181452837	0.003833206	0.002125111	1.803767518	0.03563388	NA	none	isBadPower;	0.98607907	0.007993463	-1.741539388	0.959205462	1.013529523	1.008547362	-1.628681473	0.935196462	361141	1498.44	binary	TRUE	375	360766	0.001038376	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1562	"Non-cancer illness code, self-reported: food intolerance"	-0.375652096	0.385570618	-0.002072491	0.002127212	-0.97427573	0.835040174	NA	none	isBadPower;	0.998892913	0.008630966	-0.128269208	0.551032034	0.993567474	0.992609217	NA	NA	361141	615.74	binary	TRUE	154	360987	0.000426426	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1563	"Non-cancer illness code, self-reported: urticaria"	0.238251629	0.262254046	0.001842538	0.002028162	0.908476468	0.18181327	NA	none	isBadPower;	0.997148167	0.008055323	-0.354030892	0.638342134	1.007895129	1.009743753	-0.292683249	0.826716697	361141	915.42	binary	TRUE	229	360912	0.000634101	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1567	"Non-cancer illness code, self-reported: infectious mononucleosis / glandular fever / epstein barr virus (ebv)"	-0.208196215	0.134688952	-0.002911564	0.001883586	-1.545755697	0.93891821	NA	none	isBadPower;	1.013255704	0.008089103	1.638711204	0.05063671	0.995696769	1.003692803	3.589605007	2.190504952	361141	1853.62	binary	TRUE	464	360677	0.001284817	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1568	"Non-cancer illness code, self-reported: measles / morbillivirus"	-0.014085375	0.068111406	-0.000444126	0.002147619	-0.206799062	0.581916606	NA	low	isLowNeff;	1.009365363	0.008452179	1.108041315	0.133921987	1.012007584	1.009541192	0.981571579	0.885861895	361141	5010.5	binary	TRUE	1257	359884	0.003480635	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1569	"Non-cancer illness code, self-reported: mumps / epidemic parotitis"	-0.045325141	0.092894846	-0.000986163	0.002021163	-0.487918787	0.687196317	NA	none	isBadPower;	1.00604105	0.0083266	0.725512212	0.234068928	0.99412915	0.998302671	NA	NA	361141	3169.02	binary	TRUE	794	360347	0.002198587	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1570	"Non-cancer illness code, self-reported: rubella / german measles"	-0.22583472	0.159434296	-0.003039018	0.002145479	-1.416475163	0.921681785	NA	none	isBadPower;	1.00954172	0.008788919	1.085653353	0.138816193	1.001475053	0.993636603	NA	NA	361141	1769.83	binary	TRUE	443	360698	0.001226668	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1571	"Non-cancer illness code, self-reported: chickenpox"	0.021630125	0.063153326	0.000760096	0.002219246	0.34250176	0.36598666	NA	low	isLowNeff;	1.005426528	0.008758963	0.619540057	0.267780321	1.008490619	1.009532615	0.569259132	0.918841526	361141	5737.03	binary	TRUE	1440	359701	0.003987362	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1572	"Non-cancer illness code, self-reported: whooping cough / pertussis"	0.015803428	0.163194345	0.000198176	0.002046464	0.096838088	0.461427488	NA	none	isBadPower;	0.995895618	0.00840935	-0.488073674	0.687251171	1.007895129	0.998307818	NA	NA	361141	1626.17	binary	TRUE	407	360734	0.001126984	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1573	"Non-cancer illness code, self-reported: shingles"	-0.009589584	0.194192557	-0.000100141	0.002027893	-0.049381833	0.519692497	NA	none	isBadPower;	0.994712066	0.008144089	-0.649297244	0.741926866	0.994099584	0.997856016	NA	NA	361141	1306.82	binary	TRUE	327	360814	0.000905464	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1575	"Non-cancer illness code, self-reported: herpes simplex"	-0.034599971	0.394095867	-0.00019089	0.002174246	-0.087795824	0.534980521	NA	none	isBadPower;	1.004073001	0.009426345	0.432086984	0.332839097	1.007508156	1.004336509	0.939234883	2.173717141	361141	615.74	binary	TRUE	154	360987	0.000426426	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1578	"Non-cancer illness code, self-reported: hepatitis a"	0.245371229	0.407968517	0.001232356	0.002048988	0.601446482	0.273771324	NA	none	isBadPower;	0.993836401	0.008327883	-0.740115927	0.770385172	1.004831146	1.003010919	-2.047082198	2.765893993	361141	551.79	binary	TRUE	138	361003	0.000382122	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1585	"Non-cancer illness code, self-reported: mitral regurgitation / incompetence"	-0.536757189	0.500898931	-0.0021662	0.002021486	-1.07158781	0.858047394	NA	none	isBadPower;	1.013457006	0.008103665	1.66060736	0.048396165	1.016277874	1.002787514	4.827601372	2.907129938	361141	427.87	binary	TRUE	107	361034	0.000296283	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1597	"Non-cancer illness code, self-reported: tinnitus / tiniitis"	-0.06511054	0.119901395	-0.001156946	0.002130522	-0.54303405	0.706446821	NA	none	isBadPower;	1.010671524	0.008824959	1.209243478	0.113284659	1.012902704	1.009644438	1.106495165	0.915030914	361141	2475.74	binary	TRUE	620	360521	0.001716781	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1598	"Non-cancer illness code, self-reported: tonsiltis"	0.016784889	0.035289345	0.000928443	0.001952002	0.475636165	0.317166803	NA	low	isLowNeff;	1.010080512	0.00790444	1.275297319	0.101102013	1.00533653	1.008081441	1.247365576	0.978097858	361141	10202.9	binary	TRUE	2569	358572	0.007113565	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1599	"Non-cancer illness code, self-reported: constipation"	-0.052487283	0.216805741	-0.000489737	0.002022925	-0.242093605	0.595646183	NA	none	isBadPower;isSexBias;	1.003288993	0.007850722	0.418941467	0.337629455	1.006555922	1.001101477	2.985983853	7.12744879	361141	1143.09	binary	TRUE	286	360855	0.000791934	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
20002_1602	"Non-cancer illness code, self-reported: bowel / intestinal obstruction"	0.003208569	0.341212348	1.76E-05	0.001872026	0.009403439	0.496248626	NA	none	isBadPower;	0.997696854	0.008210577	-0.280509611	0.610456724	1.002424881	1.003260438	-0.706391541	2.518243633	361141	611.74	binary	TRUE	153	360988	0.000423657	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1603	"Non-cancer illness code, self-reported: rectal prolapse"	-0.067082632	0.365422261	-0.000336917	0.001835303	-0.183575657	0.572826819	NA	none	isBadPower;isSexBias;	0.989526764	0.008227961	-1.272883485	0.898470305	1.000881639	0.995710281	NA	NA	361141	551.79	binary	TRUE	138	361003	0.000382122	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
20002_1605	"Non-cancer illness code, self-reported: femoral hernia"	0.613972322	0.499202389	0.002377633	0.001933182	1.229906619	0.109366038	NA	none	isBadPower;	0.993216273	0.008321077	-0.815246356	0.792534346	1.005187874	1.003682002	-1.842402056	2.259932893	361141	407.88	binary	TRUE	102	361039	0.000282438	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20002_1608	"Non-cancer illness code, self-reported: nephritis"	0.761857212	0.503070911	0.003271652	0.002160343	1.514413168	0.064960541	NA	none	isBadPower;	0.991858251	0.008465136	-0.961797804	0.831924409	1.004741973	1.004974365	-1.636741343	1.701752007	361141	459.85	binary	TRUE	115	361026	0.000318435	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
